,drug_name,Deregulated nutrient sensing count,Deregulated nutrient sensing count marg,Deregulated nutrient sensing,Deregulated nutrient sensing marg,Cmap pAGE Deregulated nutrient sensing level1,Cmap pAGE Deregulated nutrient sensing level2,Cmap pAGE Deregulated nutrient sensing level3,Cmap pAGE Deregulated nutrient sensing level4,Cmap pAGE Deregulated nutrient sensing level5,Cmap pAGE Deregulated nutrient sensing level1 z_score,Cmap pAGE Deregulated nutrient sensing level2 z_score,Cmap pAGE Deregulated nutrient sensing level3 z_score,Cmap pAGE Deregulated nutrient sensing level4 z_score,Cmap pAGE Deregulated nutrient sensing level5 z_score
3807,n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
3808,obatoclax,0,0,[],[],-0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.0526315789473684,-0.1063829787234042,-0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.2294157338705617,-0.7293249574894728
3809,"(2r,3r)-n^1^-[(1s)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-n^4^-hydroxy-2-(2-methylpropyl)-3-{[(1,3-thiazol-2-ylcarbonyl)amino]methyl}butanediamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3810,vitamin e,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3811,tamsulosin,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.2307692307692307,-0.0526315789473684,-0.0638297872340425,-1.1338934190276817,-0.3015113445777636,-0.8320502943378437,-0.2294157338705617,-0.4375949744936836
3812,(r)-3-hydroxytetradecanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3813,onercept,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3814,succinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3815,phendimetrazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3816,tazemetostat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3817,pegfilgrastim,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3818,patupilone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3819,xl844,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3820,paclitaxel docosahexaenoic acid,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3821,omadacycline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3822,isavuconazonium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3823,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3824,doxazosin,0,0,[],[],-0.4285714285714285,0.0909090909090909,0.0769230769230769,0.1578947368421052,-0.0638297872340425,-1.1338934190276817,0.3015113445777636,0.2773500981126146,0.6882472016116853,-0.4375949744936836
3825,"6,6-dimethyl-1-[3-(2,4,5-trichlorophenoxy)propoxy]-1,6-dihydro-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3826,letrozole,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.0769230769230769,0.0526315789473684,0.1063829787234042,-1.1338934190276817,-0.9045340337332908,-0.2773500981126146,0.2294157338705617,0.7293249574894728
3827,cyt007-tnfqb,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3828,bis(5-amidino-benzimidazolyl)methane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3829,dapiprazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3830,lenacapavir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3831,biopterin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3832,lefamulin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3833,darapladib,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.1489361702127659,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,-1.0210549404852618
3834,bezafibrate,0,1,[],[1],-0.7142857142857143,-0.4545454545454545,-0.3846153846153846,-0.3684210526315789,-0.0638297872340425,-1.8898223650461363,-1.507556722888818,-1.3867504905630728,-1.6059101370939324,-0.4375949744936836
3835,5-bromo-n-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3836,ly-294002,0,1,[],[4],0.4285714285714285,0.0909090909090909,0.2307692307692307,0.0526315789473684,-0.1063829787234042,1.1338934190276817,0.3015113445777636,0.8320502943378437,0.2294157338705617,-0.7293249574894728
3837,betrixaban,0,1,[],[1],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.0638297872340425,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,-0.4375949744936836
3838,declopramide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3839,betamethasone phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3840,delta-amino valeric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3841,cyt997,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3842,deslanoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3843,desoxycorticosterone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3844,levamlodipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3845,"5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3846,droxidopa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3847,indomethacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3848,duvelisib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3849,dyclonine,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.0769230769230769,0.0526315789473684,-0.0212765957446808,-1.1338934190276817,-0.3015113445777636,-0.2773500981126146,0.2294157338705617,-0.1458649914978945
3850,cerulenin,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,-0.0526315789473684,-0.0638297872340425,0.3779644730092272,0.3015113445777636,0.2773500981126146,-0.2294157338705617,-0.4375949744936836
3851,ecabet,0,0,[],[],0.4285714285714285,0.4545454545454545,0.2307692307692307,-0.0526315789473684,0.0638297872340425,1.1338934190276817,1.507556722888818,0.8320502943378437,-0.2294157338705617,0.4375949744936836
3852,emopamil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3853,infliximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3854,enrasentan,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
3855,indoramin,0,0,[],[],0.4285714285714285,0.2727272727272727,0.2307692307692307,0.0526315789473684,-0.0212765957446808,1.1338934190276817,0.9045340337332908,0.8320502943378437,0.2294157338705617,-0.1458649914978945
3856,indigotindisulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3857,cyclotheonamide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3858,droperidol,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.0769230769230769,-0.1578947368421052,0.1063829787234042,0.3779644730092272,-0.3015113445777636,-0.2773500981126146,-0.6882472016116853,0.7293249574894728
3859,6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3860,dexanabinol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3861,desoxycorticosterone pivalate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3862,bretylium,0,0,[],[],-0.1428571428571428,-0.1818181818181818,0.0,-0.1052631578947368,0.0,-0.3779644730092272,-0.6030226891555273,0.0,-0.4588314677411235,0.0
3863,lornoxicam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3864,"cyclohexyl-{4-[5-(3,4-dichlorophenyl)-2-piperidin-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3865,"cyclopropyl-{4-[5-(3,4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3866,naphazoline,0,0,[],[],-0.1428571428571428,0.0,-0.1538461538461538,-0.2105263157894736,-0.1702127659574468,-0.3779644730092272,0.0,-0.5547001962252291,-0.9176629354822472,-1.1669199319831565
3867,zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3868,mycophenolic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3869,zomepirac,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3870,synephrine,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.3846153846153846,-0.1578947368421052,-0.1063829787234042,-1.1338934190276817,-0.9045340337332908,-1.3867504905630728,-0.6882472016116853,-0.7293249574894728
3871,proparacaine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3872,2-(thiomethylene)-4-methylpentanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3873,"(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3874,prazosin,0,0,[],[],0.1428571428571428,-0.1818181818181818,-0.3076923076923077,-0.2105263157894736,0.0,0.3779644730092272,-0.6030226891555273,-1.1094003924504583,-0.9176629354822472,0.0
3875,potassium sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3876,potassium cation,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3877,2-anilino-6-cyclohexylmethoxypurine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3878,posaconazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3879,plinabulin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3880,vanoxerine,0,1,[],[1],0.4285714285714285,0.2727272727272727,0.2307692307692307,0.3684210526315789,0.1063829787234042,1.1338934190276817,0.9045340337332908,0.8320502943378437,1.6059101370939324,0.7293249574894728
3881,"(3e)-5-fluoro-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-1h-indole-2,3-dione 3-oxime",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3882,"(3r)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5h-[1]benzothieno[3,2-e][1,4]diazepin-5-one",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3883,ripretinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3884,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3885,tocilizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3886,sparsentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3887,"1,4:3,6-dianhydro-2-o-(3-carbamimidoylphenyl)-5-o-(4-carbamimidoylphenyl)-d-glucitol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3888,trabedersen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3889,variolin b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3890,(2s)-n-[(3e)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3891,2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3892,"2,4-diamino-5-phenyl-6-ethylpyrimidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3893,n-[2-(2-iodo-5-methoxy-1h-indol-3-yl)ethyl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3894,tenoxicam,0,0,[],[],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.0638297872340425,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,0.2294157338705617,-0.4375949744936836
3895,n-alpha-(2-naphthylsulfonyl)-n-(3-amidino-l-phenylalaninyl)-d-pipecolinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3896,n-[(furan-2-yl)carbonyl]-(s)-leucyl-(r)-[1-amino-2(1h-indol-3-yl)ethyl]-phosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3897,streptokinase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3898,"4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3899,troglitazone,0,0,[],[],0.7142857142857143,0.4545454545454545,0.3846153846153846,0.2631578947368421,0.0212765957446808,1.8898223650461363,1.507556722888818,1.3867504905630728,1.1470786693528088,0.1458649914978945
3900,retapamulin,0,0,[],[],0.1428571428571428,0.4545454545454545,0.2307692307692307,0.1578947368421052,0.0212765957446808,0.3779644730092272,1.507556722888818,0.8320502943378437,0.6882472016116853,0.1458649914978945
3901,"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3902,ricinoleic acid,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
3903,rwj-56423,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3904,rwj-51084,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3905,rpr128515,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3906,r450,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3907,ulipristal,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.3846153846153846,-0.0526315789473684,0.1489361702127659,-0.3779644730092272,-0.9045340337332908,-1.3867504905630728,-0.2294157338705617,1.0210549404852618
3908,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3909,2-(2-methylphenyl)-1h-indole-5-carboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3910,2-(2-methylphenyl)-1h-indole-6-carboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3911,sertindole,0,0,[],[],-0.1428571428571428,-0.2727272727272727,-0.3846153846153846,-0.2631578947368421,-0.0212765957446808,-0.3779644730092272,-0.9045340337332908,-1.3867504905630728,-1.1470786693528088,-0.1458649914978945
3912,"1-(3,5-dichlorophenyl)-5-methyl-1h-1,2,4-triazole-3-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3913,1-(4-amidinophenyl)-3-(4-chlorophenyl)urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3914,nialamide,0,0,[],[],-0.4285714285714285,-0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0638297872340425,-1.1338934190276817,-0.3015113445777636,0.2773500981126146,0.2294157338705617,0.4375949744936836
3915,zk-806711,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3916,3-(6-cyclohexylmethoxy-9h-purin-2-ylamino)-benzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3917,3-({2-[(4-{[6-(cyclohexylmethoxy)-9h-purin-2-yl]amino}phenyl)sulfonyl]ethyl}amino)propan-1-ol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3918,nitrous acid,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3919,zinc acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3920,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3921,nimesulide,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.2307692307692307,-0.1578947368421052,0.0212765957446808,0.3779644730092272,-0.3015113445777636,-0.8320502943378437,-0.6882472016116853,0.1458649914978945
3922,nicotinamide adenine dinucleotide phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3923,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3924,zk-805623,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3925,netarsudil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3926,"4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3927,"n-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-n-methylpyrimidin-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3928,"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3929,"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3930,tetryzoline,0,0,[],[],-0.1428571428571428,0.0909090909090909,-0.0769230769230769,-0.1578947368421052,-0.0638297872340425,-0.3779644730092272,0.3015113445777636,-0.2773500981126146,-0.6882472016116853,-0.4375949744936836
3931,osi-7904l,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3932,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3933,o6-cyclohexylmethoxy-2-(4'-sulphamoylanilino) purine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3934,thioproperazine,0,0,[],[],0.1428571428571428,-0.0909090909090909,-0.0769230769230769,0.0526315789473684,0.1489361702127659,0.3779644730092272,-0.3015113445777636,-0.2773500981126146,0.2294157338705617,1.0210549404852618
3935,tizanidine,0,0,[],[],0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0212765957446808,0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,0.1458649914978945
3936,trifarotene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3937,saprisartan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3938,1-cyclohexyl-n-{[1-(4-methylphenyl)-1h-indol-3-yl]methyl}methanamine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3939,"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1h-indole-2,3-dione 3-oxime",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3940,tris(hydroxyethyl)aminomethane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3941,trimethyllysine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3942,"s,s-(2-hydroxyethyl)thiocysteine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3943,"1-methyl-8-(phenylamino)-4,5-dihydro-1h-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3944,1-hydroxy-2-isopropylguanidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3945,plasminogen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3946,pipamperone,0,0,[],[],0.4285714285714285,0.4545454545454545,0.5384615384615384,0.3684210526315789,0.1489361702127659,1.1338934190276817,1.507556722888818,1.9414506867883017,1.6059101370939324,1.0210549404852618
3947,"1-[4-(aminosulfonyl)phenyl]-1,6-dihydropyrazolo[3,4-e]indazole-3-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3948,tretazicar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3949,sc-74020,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3950,sgn-30,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3951,sns-032,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3952,sns-314,0,0,[],[],0.1428571428571428,0.2727272727272727,0.3846153846153846,0.2631578947368421,-0.1063829787234042,0.3779644730092272,0.9045340337332908,1.3867504905630728,1.1470786693528088,-0.7293249574894728
3953,"(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3954,piperine,0,1,[],[1],-0.1428571428571428,0.2727272727272727,0.3846153846153846,0.2631578947368421,-0.0212765957446808,-0.3779644730092272,0.9045340337332908,1.3867504905630728,1.1470786693528088,-0.1458649914978945
3955,ethyl oxo(piperidin-1-yl)acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3956,mirvetuximab soravtansine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3957,bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3958,desoximetasone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3959,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3960,clindamycin,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.0769230769230769,-0.0526315789473684,-0.0212765957446808,-0.3779644730092272,0.3015113445777636,0.2773500981126146,-0.2294157338705617,-0.1458649914978945
3961,4-deoxy-alpha-d-glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3962,xl418,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3963,cladribine,0,0,[],[],0.1428571428571428,-0.2727272727272727,-0.2307692307692307,0.0526315789473684,-0.1063829787234042,0.3779644730092272,-0.9045340337332908,-0.8320502943378437,0.2294157338705617,-0.7293249574894728
3964,2-butyl-1-hydroxyguanidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3965,cefpiramide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3966,palifosfamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3967,n-acetylmethionine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3968,panobinostat,0,1,[],[5],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.0526315789473684,0.0212765957446808,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,0.2294157338705617,0.1458649914978945
3969,papain,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3970,cefotetan,0,0,[],[],0.4285714285714285,-0.0909090909090909,-0.2307692307692307,-0.2631578947368421,0.0638297872340425,1.1338934190276817,-0.3015113445777636,-0.8320502943378437,-1.1470786693528088,0.4375949744936836
3971,ingenol mebutate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3972,pargyline,0,0,[],[],0.1428571428571428,0.1818181818181818,0.0,0.0,0.0,0.3779644730092272,0.6030226891555273,0.0,0.0,0.0
3973,thiethylperazine,0,0,[],[],-0.1428571428571428,0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.1063829787234042,-0.3779644730092272,0.3015113445777636,0.2773500981126146,0.2294157338705617,-0.7293249574894728
3974,dobutamine,0,0,[],[],-0.4285714285714285,0.0,0.1538461538461538,0.0,-0.1276595744680851,-1.1338934190276817,0.0,0.5547001962252291,0.0,-0.8751899489873672
3975,a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
3976,patent blue,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3977,inecalcitol,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3978,4-fluorobenzylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3979,vutrisiran,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3980,pergolide,0,0,[],[],-0.4285714285714285,-0.4545454545454545,-0.2307692307692307,-0.0526315789473684,-0.1489361702127659,-1.1338934190276817,-1.507556722888818,-0.8320502943378437,-0.2294157338705617,-1.0210549404852618
3981,dexfenfluramine,0,0,[],[],0.1428571428571428,0.2727272727272727,0.3846153846153846,0.3684210526315789,0.0638297872340425,0.3779644730092272,0.9045340337332908,1.3867504905630728,1.6059101370939324,0.4375949744936836
3982,tivantinib,0,0,[],[],0.4285714285714285,0.2727272727272727,0.0769230769230769,0.0526315789473684,0.0212765957446808,1.1338934190276817,0.9045340337332908,0.2773500981126146,0.2294157338705617,0.1458649914978945
3983,ticagrelor,0,0,[],[],0.4285714285714285,0.0909090909090909,0.2307692307692307,0.2631578947368421,0.1914893617021276,1.1338934190276817,0.3015113445777636,0.8320502943378437,1.1470786693528088,1.312784923481051
3984,deoxycholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3985,denufosol,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
3986,tibolone,0,0,[],[],-0.4285714285714285,-0.2727272727272727,-0.3846153846153846,-0.3684210526315789,-0.0212765957446808,-1.1338934190276817,-0.9045340337332908,-1.3867504905630728,-1.6059101370939324,-0.1458649914978945
3987,tiagabine,0,0,[],[],0.4285714285714285,0.0909090909090909,0.2307692307692307,0.1578947368421052,0.0212765957446808,1.1338934190276817,0.3015113445777636,0.8320502943378437,0.6882472016116853,0.1458649914978945
3988,tezacitabine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3989,tocainide,0,0,[],[],-0.4285714285714285,-0.0909090909090909,-0.0769230769230769,-0.1578947368421052,0.0638297872340425,-1.1338934190276817,-0.3015113445777636,-0.2773500981126146,-0.6882472016116853,0.4375949744936836
3990,clobetasol propionate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3991,phenethyl isothiocyanate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3992,aica ribonucleotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3993,4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3994,clazosentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3995,ibuprofen,0,0,[],[],-0.1428571428571428,-0.0909090909090909,0.0769230769230769,0.0526315789473684,-0.0212765957446808,-0.3779644730092272,-0.3015113445777636,0.2773500981126146,0.2294157338705617,-0.1458649914978945
3996,"imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1h-benzimidazol-5-yl]methanaminium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3997,imino-tryptophan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
