,drug_name,Telomere attrition count,Telomere attrition count marg,Telomere attrition,Telomere attrition marg,Cmap pAGE Telomere attrition level1,Cmap pAGE Telomere attrition level2,Cmap pAGE Telomere attrition level3,Cmap pAGE Telomere attrition level4,Cmap pAGE Telomere attrition level5,Cmap pAGE Telomere attrition level1 z_score,Cmap pAGE Telomere attrition level2 z_score,Cmap pAGE Telomere attrition level3 z_score,Cmap pAGE Telomere attrition level4 z_score,Cmap pAGE Telomere attrition level5 z_score
3756,"5,8-dimethoxy-1,4-dimethylquinolin-2(1h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3757,cannabidivarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3758,metaraminol,0,0,[],[],0.0,0.0,-1.0,-0.75,-0.3684210526315789,0,0,-1.0,-2.121320343559643,-1.6059101370939324
3759,"4-{[5-(cyclohexyloxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3760,manganese,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3761,cra_10991,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3762,cra_9785,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3763,cra_1802,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3764,equilin,0,0,[],[],0.0,0.0,1.0,0.25,0.2631578947368421,0,0,1.0,0.7071067811865476,1.1470786693528088
3765,hexadecanal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3766,aceclofenac,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.0526315789473684,0,0,-1.0,-0.7071067811865476,-0.2294157338705617
3767,cardarine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3768,acetic acid salicyloyl-amino-ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3769,acetophenazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3770,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3771,acetyldigitoxin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3772,adalimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3773,adenosine 5'-[gamma-thio]triphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3774,golimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3775,glutathione disulfide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3776,glisoxepide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3777,ardeparin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3778,glatiramer,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3779,givinostat,0,0,[],[],0.0,0.0,-1.0,0.5,0.3684210526315789,0,0,-1.0,1.4142135623730951,1.6059101370939324
3780,afelimomab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3781,losartan,0,0,[],[],0.0,0.0,1.0,-0.25,-0.1578947368421052,0,0,1.0,-0.7071067811865476,-0.6882472016116853
3782,amiodarone,0,0,[],[],0.0,0.0,-1.0,0.0,0.1578947368421052,0,0,-1.0,0.0,0.6882472016116853
3783,"4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3784,n-[(furan-2-yl)carbonyl]-(s)-leucyl-(r)-[1-amino-2(1h-indol-3-yl)ethyl]-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3785,hydroxyaminovaline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3786,acetylcysteine,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
3787,isosorbide,0,0,[],[],0.0,0.0,1.0,0.0,-0.0526315789473684,0,0,1.0,0.0,-0.2294157338705617
3788,[n-(benzyloxycarbonyl)amino](4-amidinophenyl)methane-phosphonate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3789,"(1s,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-7-methyl-8-[2-[(2r,4r)-tetrahydro-4-hy droxy-6-oxo-2h-pyran-2-yl]ethyl]-1-naphthalenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3790,7-hydroxystaurosporine,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3791,n-pyridoxyl-glycine-5-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3792,lorpiprazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3793,"(1s,5s,7r)-n~7~-(biphenyl-4-ylmethyl)-n~3~-hydroxy-6,8-dioxa-3-azabicyclo[3.2.1]octane-3,7-dicarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3794,isometheptene,0,0,[],[],0.0,0.0,-1.0,-0.75,0.0526315789473684,0,0,-1.0,-2.121320343559643,0.2294157338705617
3795,vemurafenib,0,0,[],[],0.0,0.0,-1.0,-0.25,0.0,0,0,-1.0,-0.7071067811865476,0.0
3796,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3797,"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3798,tixocortol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3799,s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3800,triamcinolone,0,0,[],[],0.0,0.0,1.0,0.0,-0.0526315789473684,0,0,1.0,0.0,-0.2294157338705617
3801,s-hexylglutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3802,s-nonyl-cysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3803,daprodustat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3804,morphine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3805,fkb-001,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3806,s-oxy-l-cysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3807,telaprevir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3808,n~2~-(biphenyl-4-ylsulfonyl)-n-hydroxy-n~2~-(2-hydroxyethyl)glycinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3809,certolizumab pegol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3810,loncastuximab tesirine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3811,ciglitazone,0,0,[],[],0.0,0.0,-1.0,0.25,0.1578947368421052,0,0,-1.0,0.7071067811865476,0.6882472016116853
3812,3-carboxy-4-methyl-5-propyl-2-furanpropionic,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3813,isocarboxazid,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.1578947368421052,0,0,-1.0,-1.4142135623730951,-0.6882472016116853
3814,cabergoline,0,0,[],[],0.0,0.0,1.0,-0.25,-0.3684210526315789,0,0,1.0,-0.7071067811865476,-1.6059101370939324
3815,nirmatrelvir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3816,lomerizine,0,0,[],[],0.0,0.0,1.0,0.5,0.0526315789473684,0,0,1.0,1.4142135623730951,0.2294157338705617
3817,choriogonadotropin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3818,"3-({[(3s)-3,4-dihydroxybutyl]oxy}amino)-1h,2'h-2,3'-biindol-2'-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3819,lomitapide,0,0,[],[],0.0,0.0,1.0,0.0,0.1578947368421052,0,0,1.0,0.0,0.6882472016116853
3820,kh064,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3821,cp-271485,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3822,3-({1-[3-carbamimidoyl-1-(4-carbamimidoyl-benzylcarbamoyl)-propylcarbamoyl]-2-methyl-butylsulfamoyl}-methyl)-benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3823,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3824,jnj-37822681,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3825,zidovudine diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3826,6-phenyl-4(r)-(7-phenyl-heptanoylamino)-hexanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3827,ivacaftor,0,0,[],[],0.0,0.0,1.0,-0.25,0.1578947368421052,0,0,1.0,-0.7071067811865476,0.6882472016116853
3828,itopride,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.2631578947368421,0,0,-1.0,-1.4142135623730951,-1.1470786693528088
3829,"3-(carboxymethoxy)thieno[2,3-b]pyridine-2-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3830,norethisterone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3831,ezogabine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3832,ezatiostat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3833,metacycline,0,0,[],[],0.0,0.0,-1.0,0.0,-0.1578947368421052,0,0,-1.0,0.0,-0.6882472016116853
3834,"1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3835,vecabrutinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3836,triheptanoin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3837,"s,r-warfarin alcohol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3838,ferrous fumarate,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3839,mersalyl,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3840,sulfinpyrazone,0,0,[],[],0.0,0.0,1.0,-0.5,-0.3684210526315789,0,0,1.0,-1.4142135623730951,-1.6059101370939324
3841,ferric pyrophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3842,ferric cation,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3843,bis(adenosine)-5'-pentaphosphate,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
3844,fenoldopam,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
3845,travoprost,0,0,[],[],0.0,0.0,1.0,-0.25,-0.2631578947368421,0,0,1.0,-0.7071067811865476,-1.1470786693528088
3846,s-(4-bromobenzyl)cysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3847,s-(4-nitrobenzyl)glutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3848,amsacrine,0,0,[],[],0.0,0.0,-1.0,0.0,-0.1578947368421052,0,0,-1.0,0.0,-0.6882472016116853
3849,amylamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3850,fenebrutinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3851,bis(5-amidino-2-benzimidazolyl)methanone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3852,bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3853,mirvetuximab soravtansine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3854,mirtazapine,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
3855,rose bengal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3856,"(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-phenylalanine ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3857,meprednisone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3858,1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3859,evobrutinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3860,sb-559448,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3861,carbetocin,0,0,[],[],0.0,0.0,1.0,0.0,0.1578947368421052,0,0,1.0,0.0,0.6882472016116853
3862,terpinen-4-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3863,mocetinostat,0,0,[],[],0.0,0.0,-1.0,0.25,0.0526315789473684,0,0,-1.0,0.7071067811865476,0.2294157338705617
3864,elaidamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3865,eldecalcitol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3866,darusentan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3867,etiprednol dicloacetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3868,ethynodiol diacetate,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3869,antithymocyte immunoglobulin (rabbit),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3870,mitoxantrone,0,0,[],[],0.0,0.0,1.0,0.5,0.1578947368421052,0,0,1.0,1.4142135623730951,0.6882472016116853
3871,sulfamethazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3872,anatibant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3873,dantron,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.3684210526315789,0,0,-1.0,-0.7071067811865476,-1.6059101370939324
3874,bis(5-amidino-2-benzimidazolyl)methane ketone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3875,tirabrutinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3876,aminopterin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3877,romiplostim,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3878,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)isopipecolinic acid methyl ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3879,ph-284,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3880,arotinoid acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3881,cra_10433,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3882,n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3883,cra_11092,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3884,"l-709,587",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3885,[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3886,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3887,3-methylpyridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3888,cra_10762,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3889,benzatropine,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.0526315789473684,0,0,-1.0,-0.7071067811865476,-0.2294157338705617
3890,cra_10655,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3891,3-hydroxybutyryl-coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3892,3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3893,cra-9334,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3894,3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3895,cholesterol sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3896,cra_1801,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3897,"[5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3898,zk-806450,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3899,[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3900,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3901,"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3902,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3903,dihydrotachysterol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3904,2-{[2-oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1h)-pyrimidinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3905,talmapimod,0,0,[],[],0.0,0.0,1.0,-0.25,-0.0526315789473684,0,0,1.0,-0.7071067811865476,-0.2294157338705617
3906,carvedilol,0,0,[],[],0.0,0.0,-1.0,0.0,-0.0526315789473684,0,0,-1.0,0.0,-0.2294157338705617
3907,phosphoenolpyruvate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3908,vitamin d,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3909,tamoxifen,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.4736842105263157,0,0,-1.0,-1.4142135623730951,-2.064741604835056
3910,"n-(dibenzo[b,d]thiophen-3-ylsulfonyl)-l-valine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3911,"2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,4,5-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3912,doxorubicin,0,0,[],[],0.0,0.0,-1.0,0.5,0.1578947368421052,0,0,-1.0,1.4142135623730951,0.6882472016116853
3913,doxycycline,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.2105263157894736,0,0,-1.0,-1.4142135623730951,-0.9176629354822472
3914,collagenase clostridium histolyticum,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3915,n-(biphenyl-4-ylsulfonyl)-d-leucine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3916,dimethylallyl diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3917,2-methoxy-6-{(e)-[(4-methylphenyl)imino]methyl}phenol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3918,isothiazolidinone analog,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3919,alpha-tocopherol succinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3920,nn344,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3921,6-(oxalyl-amino)-1h-indole-5-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3922,cra_17312,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3923,3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3924,cra_16847,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3925,"(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3926,n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3927,levocetirizine,0,0,[],[],0.0,0.0,-1.0,0.0,0.1578947368421052,0,0,-1.0,0.0,0.6882472016116853
3928,n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3929,benzo[b]thiophene-2-carboxamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3930,isatoribine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3931,irosustat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3932,odanacatib,0,0,[],[],0.0,0.0,-1.0,-0.5,-0.4736842105263157,0,0,-1.0,-1.4142135623730951,-2.064741604835056
3933,iodipamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3934,ciltacabtagene autoleucel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3935,ysil6,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3936,"[n-[n-(4-methoxy-2,3,6-trimethylphenylsulfonyl)-l-aspartyl]-d-(4-amidino-phenylalanyl)]-piperidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3937,"(9beta,11alpha,13alpha,14beta,17alpha)-11-(methoxymethyl)estra-1(10),2,4-triene-3,17-diol",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3938,orlistat,0,0,[],[],0.0,0.0,-1.0,0.25,-0.1578947368421052,0,0,-1.0,0.7071067811865476,-0.6882472016116853
3939,"(9alpha,13beta,17beta)-2-[(1z)-but-1-en-1-yl]estra-1,3,5(10)-triene-3,17-diol",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3940,"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3941,oxetacaine,0,0,[],[],0.0,0.0,-1.0,-0.25,-0.1578947368421052,0,0,-1.0,-0.7071067811865476,-0.6882472016116853
3942,tedizolid,0,0,[],[],0.0,0.0,1.0,0.25,0.1578947368421052,0,0,1.0,0.7071067811865476,0.6882472016116853
3943,"3,4-dihydro-2h-pyrrolium-5-carboxylate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3944,"5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2,4,6-trione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3945,3'-deoxy 3'-amino adenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3946,p1-(adenosine-5'-p5-(uridine-5')pentaphosphate,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
3947,technetium tc-99m oxidronate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3948,acetylleucyl-leucyl-norleucinal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3949,pf-00356231,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3950,octreotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3951,n-[(4-methoxyphenyl)sulfonyl]-d-alanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3952,3-chloro-2-(4-hydroxyphenyl)-2h-indazol-5-ol,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3953,lutein,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3954,"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3955,lexacalcitol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3956,lauric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3957,tenecteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3958,"4'-fluoro-1,1'-biphenyl-4-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3959,n-oxo-2-(phenylsulfonylamino)ethanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3960,n-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3961,"3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1,1'-biphenyl-2-olate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3962,[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3963,lanoteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3964,lancovutide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3965,chlorhexidine,0,0,[],[],0.0,0.0,1.0,0.0,-0.2631578947368421,0,0,1.0,0.0,-1.1470786693528088
3966,labradimil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3967,labetuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3968,labetalol,0,0,[],[],0.0,0.0,1.0,0.0,0.0526315789473684,0,0,1.0,0.0,0.2294157338705617
3969,cra_9678,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3970,cra_9076,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3971,3-phospho-d-glyceric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3972,nadh,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3973,bexarotene,0,0,[],[],0.0,0.0,-1.0,0.0,0.0526315789473684,0,0,-1.0,0.0,0.2294157338705617
3974,"1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3975,n-alpha-(2-naphthylsulfonyl)-n-(3-amidino-l-phenylalaninyl)-d-pipecolinic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3976,"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3977,ularitide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3978,"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3979,mephentermine,0,0,[],[],0.0,0.0,1.0,0.0,-0.0526315789473684,0,0,1.0,0.0,-0.2294157338705617
3980,"diethyl (1r,2s,3r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3981,dl-methylephedrine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3982,fludarabine,0,0,[],[],0.0,0.0,1.0,0.25,-0.0526315789473684,0,0,1.0,0.7071067811865476,-0.2294157338705617
3983,ambrisentan,0,0,[],[],0.0,0.0,-1.0,0.5,0.0526315789473684,0,0,-1.0,1.4142135623730951,0.2294157338705617
3984,flurandrenolide,0,0,[],[],0.0,0.0,1.0,0.25,0.1578947368421052,0,0,1.0,0.7071067811865476,0.6882472016116853
3985,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3986,dtp-348,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3987,2'-deoxyguanosine-5'-triphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3988,micafungin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3989,flavin-adenine dinucleotide-n5-isobutyl ketone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3990,rizatriptan,0,0,[],[],0.0,0.0,1.0,0.0,-0.0526315789473684,0,0,1.0,0.0,-0.2294157338705617
3991,bismuth subsalicylate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3992,rofecoxib,0,0,[],[],0.0,0.0,1.0,-0.25,-0.0526315789473684,0,0,1.0,-0.7071067811865476,-0.2294157338705617
3993,bismuth subgallate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3994,finasteride,0,0,[],[],0.0,0.0,1.0,0.25,0.0526315789473684,0,0,1.0,0.7071067811865476,0.2294157338705617
