,drug_name,Altered intercellular communication count,Altered intercellular communication count marg,Altered intercellular communication,Altered intercellular communication marg,Cmap pAGE Altered intercellular communication level1,Cmap pAGE Altered intercellular communication level2,Cmap pAGE Altered intercellular communication level3,Cmap pAGE Altered intercellular communication level4,Cmap pAGE Altered intercellular communication level5,Cmap pAGE Altered intercellular communication level1 z_score,Cmap pAGE Altered intercellular communication level2 z_score,Cmap pAGE Altered intercellular communication level3 z_score,Cmap pAGE Altered intercellular communication level4 z_score,Cmap pAGE Altered intercellular communication level5 z_score
2341,avatrombopag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2342,"(1r)-2-[(diaminomethylene)amino]-1-{4-[(4r)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2343,"1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2344,azvudine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2345,eslicarbazepine acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2346,b-nonylglucoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2347,"1-methyl-2-oxy-5,5-dimethyl pyrrolidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2348,dutogliptin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2349,sot-107,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2350,carfentanil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2351,carfilzomib,0,0,[],[],-0.3333333333333333,-0.4285714285714285,-0.3333333333333333,-0.6923076923076923,-0.0208333333333333,-0.5773502691896256,-1.1338934190276817,-1.0,-3.530090432487312,-0.2886751345948128
2352,"1-[4-(4-chlorobenzyl)-1-(7h-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2353,carglumic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2354,sep-363856,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2355,rapacuronium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2356,ethyl 4-[(4-chloropyridin-2-yl)amino]piperidine-1-carboxylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2357,estradiol,0,0,[],[],-0.3333333333333333,0.1428571428571428,-0.1111111111111111,0.0769230769230769,-0.0208333333333333,-0.5773502691896256,0.3779644730092272,-0.3333333333333333,0.392232270276368,-0.2886751345948128
2358,salmeterol,0,0,[],[],0.3333333333333333,-0.1428571428571428,-0.3333333333333333,-0.0384615384615384,0.0260416666666666,0.5773502691896256,-0.3779644730092272,-1.0,-0.196116135138184,0.3608439182435161
2359,"2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2360,1-[4-(hydroxymethyl)phenyl]guanidine,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
2361,radezolid,0,0,[],[],0.3333333333333333,-0.4285714285714285,-0.5555555555555556,-0.4615384615384615,0.0208333333333333,0.5773502691896256,-1.1338934190276817,-1.6666666666666667,-2.3533936216582085,0.2886751345948128
2362,gamma-hydroxybutyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2363,ethinylestradiol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2364,"1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1h-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2365,calyculin a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2366,avapritinib,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2367,safinamide,0,0,[],[],-0.3333333333333333,-0.1428571428571428,-0.3333333333333333,0.0769230769230769,-0.0416666666666666,-0.5773502691896256,-0.3779644730092272,-1.0,0.392232270276368,-0.5773502691896256
2368,doxapram,0,0,[],[],0.3333333333333333,0.5714285714285714,0.4444444444444444,0.1923076923076923,0.0989583333333333,0.5773502691896256,1.511857892036909,1.3333333333333333,0.98058067569092,1.3712068893253608
2369,estradiol dienanthate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2370,doxacurium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2371,cangrelor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2372,"2,6-diamino-hexanoic acid amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2373,casimersen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2374,1-deoxy-1-acetylamino-beta-d-gluco-2-heptulopyranosonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2375,beta-methyllactoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2376,avibactam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2377,carbon monoxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2378,efavirenz,0,0,[],[],0.3333333333333333,-0.1428571428571428,-0.1111111111111111,0.0769230769230769,0.0416666666666666,0.5773502691896256,-0.3779644730092272,-0.3333333333333333,0.392232270276368,0.5773502691896256
2379,ethyl 3-[4-(aminosulfonyl)phenyl]propanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2380,estradiol acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2381,ethyl (1e)-2-phenyl-n-(sulfooxy)ethanimidothioate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2382,azidocillin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2383,s-methylcysteine,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
2384,efgartigimod alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2385,sp1049c,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2386,carbutamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2387,sc12267,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2388,1-phenyl-1h-pyrazole-4-carboxylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2389,s-mercaptocysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2390,estradiol benzoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2391,diminazene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2392,"(1s,2s,3r,4s,5s)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl (1e)-2-phenyl-n-(sulfooxy)ethanimidothioate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2393,guanfacine,0,0,[],[],1.0,0.4285714285714285,0.3333333333333333,-0.0769230769230769,-0.0208333333333333,1.732050807568877,1.1338934190276817,1.0,-0.392232270276368,-0.2886751345948128
2394,calcium phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2395,evening primrose oil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2396,anastrozole,0,2,[],"[3, 4]",1.0,0.4285714285714285,0.5555555555555556,0.2307692307692307,0.0729166666666666,1.732050807568877,1.1338934190276817,1.6666666666666667,1.1766968108291045,1.010362971081845
2397,docetaxel,0,0,[],[],-0.3333333333333333,-0.1428571428571428,0.1111111111111111,0.0769230769230769,0.0208333333333333,-0.5773502691896256,-0.3779644730092272,0.3333333333333333,0.392232270276368,0.2886751345948128
2398,2-methoxy-3-isopropylpyrazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2399,phosphatidyl serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2400,pholcodine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2401,annamycin,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
2402,ethosuximide,0,0,[],[],0.3333333333333333,0.2857142857142857,0.0,0.0384615384615384,0.0572916666666666,0.5773502691896256,0.7559289460184545,0.0,0.196116135138184,0.7938566201357353
2403,dotatate gallium ga-68,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2404,dyphylline,0,0,[],[],-0.3333333333333333,0.1428571428571428,0.3333333333333333,0.4615384615384615,0.0416666666666666,-0.5773502691896256,0.3779644730092272,1.0,2.3533936216582085,0.5773502691896256
2405,phenylpyruvic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2406,apatorsen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2407,perindopril,0,0,[],[],-0.3333333333333333,-0.4285714285714285,-0.3333333333333333,-0.0769230769230769,0.1145833333333333,-0.5773502691896256,-1.1338934190276817,-1.0,-0.392232270276368,1.5877132402714706
2408,durvalumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2409,ethyl hydrogen diethylamidophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2410,felbamate,0,0,[],[],1.0,0.2857142857142857,0.2222222222222222,0.1153846153846153,-0.046875,1.732050807568877,0.7559289460184545,0.6666666666666666,0.5883484054145521,-0.6495190528383289
2411,fedratinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2412,dodecyldimethylamine n-oxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2413,famciclovir,0,0,[],[],0.3333333333333333,0.4285714285714285,0.5555555555555556,0.4615384615384615,0.0833333333333333,0.5773502691896256,1.1338934190276817,1.6666666666666667,2.3533936216582085,1.1547005383792512
2414,alpha-methyl-n-acetyl-d-glucosamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2415,phosphocreatine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
2416,fr236913,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2417,fr230513,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2418,fr221647,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2419,fr117016,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2420,fr-234938,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2421,doripenem,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2422,2-isobutyl-3-methoxypyrazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2423,anisindione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2424,phosphoglycolohydroxamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2425,phosphomethylphosphonic acid guanosyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2426,2-hydroxyethyl disulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2427,perhexiline,0,0,[],[],-1.0,-0.5714285714285714,-0.6666666666666666,-0.2692307692307692,-0.1145833333333333,-1.732050807568877,-1.511857892036909,-2.0,-1.372812945967288,-1.5877132402714706
2428,apadenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2429,"bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2430,al-4623,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2431,ac-(d)phe-pro-borohomolys-oh,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2432,copper oxodotreotide cu-64,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2433,galcanezumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2434,adl5859,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2435,adx10059,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2436,corticorelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2437,gadoxetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2438,"2-[4-(4-chlorophenyl)cyclohexylidene]-3,4-dihydroxy-1(2h)-naphthalenone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2439,paritaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2440,alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2441,implitapide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2442,2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2443,aki-001,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2444,coumarin,0,1,[],[5],0.3333333333333333,0.1428571428571428,0.1111111111111111,0.0769230769230769,-0.09375,0.5773502691896256,0.3779644730092272,0.3333333333333333,0.392232270276368,-1.2990381056766578
2445,brivudine,0,0,[],[],0.3333333333333333,-0.1428571428571428,-0.3333333333333333,-0.1538461538461538,-0.09375,0.5773502691896256,-0.3779644730092272,-1.0,-0.7844645405527361,-1.2990381056766578
2446,pagoclone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2447,cpad,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2448,al5300,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2449,garetosmab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2450,albendazole,0,0,[],[],-0.3333333333333333,-0.4285714285714285,-0.1111111111111111,-0.3846153846153846,-0.0625,-0.5773502691896256,-1.1338934190276817,-0.3333333333333333,-1.96116135138184,-0.8660254037844385
2451,albiglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2452,albinterferon alfa-2b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2453,anti-inhibitor coagulant complex,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2454,gabapentin enacarbil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2455,baclofen,0,1,[],[2],0.3333333333333333,0.5714285714285714,0.2222222222222222,0.3461538461538461,0.203125,0.5773502691896256,1.511857892036909,0.6666666666666666,1.765045216243656,2.8145825622994254
2456,"antihemophilic factor, human recombinant",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2457,etofenamate,0,0,[],[],0.3333333333333333,0.7142857142857143,0.3333333333333333,0.2307692307692307,0.03125,0.5773502691896256,1.8898223650461363,1.0,1.1766968108291045,0.4330127018922192
2458,pavinetant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2459,paraldehyde,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2460,antithrombin alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2461,"2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2462,azimilide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2463,indocyanine green acid form,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2464,alimemazine,0,1,[],[4],-0.3333333333333333,-0.4285714285714285,-0.3333333333333333,0.2307692307692307,-0.0520833333333333,-0.5773502691896256,-1.1338934190276817,-1.0,1.1766968108291045,-0.7216878364870322
2465,frovatriptan,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
2466,edoxaban,0,0,[],[],0.3333333333333333,0.1428571428571428,-0.1111111111111111,0.1538461538461538,0.0104166666666666,0.5773502691896256,0.3779644730092272,-0.3333333333333333,0.7844645405527361,0.1443375672974064
2467,fumaric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2468,edonerpic,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2469,furafylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2470,furosemide,0,0,[],[],0.3333333333333333,0.1428571428571428,0.1111111111111111,0.2307692307692307,-0.03125,0.5773502691896256,0.3779644730092272,0.3333333333333333,1.1766968108291045,-0.4330127018922192
2471,axitinib,0,0,[],[],0.3333333333333333,-0.4285714285714285,-0.3333333333333333,-0.4615384615384615,-0.1458333333333333,0.5773502691896256,-1.1338934190276817,-1.0,-2.3533936216582085,-2.02072594216369
2472,"2-hydroxymethyl-6-octylsulfanyl-tetrahydro-pyran-3,4,5-triol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2473,2-methyl-3-(2-aminothiazolo)propanal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2474,ecallantide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2475,azelastine,0,0,[],[],-0.3333333333333333,-0.4285714285714285,-0.5555555555555556,-0.3846153846153846,-0.1354166666666666,-0.5773502691896256,-1.1338934190276817,-1.6666666666666667,-1.96116135138184,-1.8763883748662833
2476,evt-101,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2477,estrone,0,0,[],[],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.1538461538461538,0.0833333333333333,0.5773502691896256,0.3779644730092272,1.0,0.7844645405527361,1.1547005383792512
2478,phenylethane boronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2479,phenacetin,0,0,[],[],0.3333333333333333,0.1428571428571428,0.1111111111111111,0.1538461538461538,-0.03125,0.5773502691896256,0.3779644730092272,0.3333333333333333,0.7844645405527361,-0.4330127018922192
2480,avelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2481,erythrityl tetranitrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2482,elacridar,0,0,[],[],0.3333333333333333,-0.4285714285714285,-0.5555555555555556,-0.0769230769230769,0.0,0.5773502691896256,-1.1338934190276817,-1.6666666666666667,-0.392232270276368,0.0
2483,aprotinin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2484,fremanezumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2485,arbaclofen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2486,fencamfamin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2487,amyl nitrite,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2488,phencyclidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2489,gc-24,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2490,"2-[(4-ethynyl-2-fluorophenyl)amino]-3,4-difluoro-n-(2-hydroxyethoxy)benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2491,alisertib,0,0,[],[],-0.3333333333333333,0.1428571428571428,-0.1111111111111111,-0.3076923076923077,-0.0416666666666666,-0.5773502691896256,0.3779644730092272,-0.3333333333333333,-1.568929081105472,-0.5773502691896256
2492,phenelzine,0,0,[],[],0.3333333333333333,0.2857142857142857,0.0,0.3461538461538461,0.0989583333333333,0.5773502691896256,0.7559289460184545,0.0,1.765045216243656,1.3712068893253608
2493,diacerein,0,0,[],[],0.3333333333333333,0.2857142857142857,0.0,0.1923076923076923,0.0052083333333333,0.5773502691896256,0.7559289460184545,0.0,0.98058067569092,0.0721687836487032
2494,2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-imino]-5-phosphono-pent-3-enoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2495,diazoxide,0,0,[],[],0.3333333333333333,0.1428571428571428,0.1111111111111111,0.1538461538461538,0.0729166666666666,0.5773502691896256,0.3779644730092272,0.3333333333333333,0.7844645405527361,1.010362971081845
2496,etafedrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2497,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2498,ethambutol,0,0,[],[],0.3333333333333333,0.1428571428571428,-0.1111111111111111,0.0,0.0208333333333333,0.5773502691896256,0.3779644730092272,-0.3333333333333333,0.0,0.2886751345948128
2499,pilocarpine,0,0,[],[],-0.3333333333333333,-0.1428571428571428,0.1111111111111111,-0.1538461538461538,-0.0833333333333333,-0.5773502691896256,-0.3779644730092272,0.3333333333333333,-0.7844645405527361,-1.1547005383792512
2500,alpha-methylisocitric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2501,arbutamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2502,arecoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2503,phenylpropanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2504,arformoterol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2505,fluvoxamine,0,0,[],[],0.3333333333333333,0.0,0.2222222222222222,0.4230769230769231,0.046875,0.5773502691896256,0.0,0.6666666666666666,2.1572774865200244,0.6495190528383289
2506,phylloquinone,0,0,[],[],0.3333333333333333,0.1428571428571428,0.3333333333333333,0.1538461538461538,-0.03125,0.5773502691896256,0.3779644730092272,1.0,0.7844645405527361,-0.4330127018922192
2507,piboserod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2508,pibrentasvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2509,piclidenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2510,erdosteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2511,eprotirome,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2512,picolinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2513,2-deoxy-glucose-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2514,alprostadil,0,0,[],[],-1.0,0.1428571428571428,0.1111111111111111,-0.1538461538461538,-0.03125,-1.732050807568877,0.3779644730092272,0.3333333333333333,-0.7844645405527361,-0.4330127018922192
2515,fluvastatin,0,0,[],[],-0.3333333333333333,-0.7142857142857143,-0.5555555555555556,-0.3846153846153846,-0.1041666666666666,-0.5773502691896256,-1.8898223650461363,-1.6666666666666667,-1.96116135138184,-1.4433756729740643
2516,pimagedine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2517,atovaquone,0,1,[],[3],0.3333333333333333,0.1428571428571428,-0.1111111111111111,0.0,0.0416666666666666,0.5773502691896256,0.3779644730092272,-0.3333333333333333,0.0,0.5773502691896256
2518,emedastine,0,1,[],[4],0.3333333333333333,0.4285714285714285,0.3333333333333333,0.0,0.0,0.5773502691896256,1.1338934190276817,1.0,0.0,0.0
2519,epoprostenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2520,epicriptine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2521,enalapril,0,1,[],[2],-1.0,-0.4285714285714285,-0.3333333333333333,-0.1538461538461538,-0.1354166666666666,-1.732050807568877,-1.1338934190276817,-1.0,-0.7844645405527361,-1.8763883748662833
2522,atl146e,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2523,asoprisnil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2524,2-deoxy-2-amino glucitol-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2525,asparaginase escherichia coli,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2526,atezolizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2527,pimavanserin,0,0,[],[],-0.3333333333333333,-0.1428571428571428,-0.1111111111111111,-0.2307692307692307,0.0104166666666666,-0.5773502691896256,-0.3779644730092272,-0.3333333333333333,-1.1766968108291045,0.1443375672974064
2528,"2-deoxy-3,4-bis-o-[3-(4-hydroxyphenyl)propanoyl]-l-threo-pentaric acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2529,pimobendan,0,0,[],[],0.3333333333333333,-0.1428571428571428,-0.1111111111111111,0.0769230769230769,0.0,0.5773502691896256,-0.3779644730092272,-0.3333333333333333,0.392232270276368,0.0
2530,indisulam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2531,"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2532,(z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2533,pegademase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2534,glymidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2535,glyoxylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2536,pentamidine,0,0,[],[],0.3333333333333333,0.4285714285714285,0.1111111111111111,0.3076923076923077,0.03125,0.5773502691896256,1.1338934190276817,0.3333333333333333,1.568929081105472,0.4330127018922192
2537,adenosine monotungstate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2538,pentagastrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2539,dapagliflozin,0,1,[],[4],-0.3333333333333333,0.4285714285714285,0.1111111111111111,-0.2307692307692307,0.0208333333333333,-0.5773502691896256,1.1338934190276817,0.3333333333333333,-1.1766968108291045,0.2886751345948128
2540,dansylamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2541,clotrimazole,0,0,[],[],0.3333333333333333,0.0,-0.2222222222222222,-0.2692307692307692,-0.0572916666666666,0.5773502691896256,0.0,-0.6666666666666666,-1.372812945967288,-0.7938566201357353
2542,pentabromophenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2543,"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2544,damoctocog alfa pegol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2545,dalteparin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2546,penicillamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2547,"adenosine 3',5'-diphosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2548,pentanal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2549,dapoxetine,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
2550,binodenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2551,bimekizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2552,pentazocine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2553,pentetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2554,gantenerumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2555,pentifylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2556,isoetharine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2557,isocitric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2558,7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2559,alfimeprase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
