,drug_name,Cell senescence count,Cell senescence count marg,Cell senescence,Cell senescence marg,Cmap pAGE Cell senescence level1,Cmap pAGE Cell senescence level2,Cmap pAGE Cell senescence level3,Cmap pAGE Cell senescence level4,Cmap pAGE Cell senescence level5,Cmap pAGE Cell senescence level1 z_score,Cmap pAGE Cell senescence level2 z_score,Cmap pAGE Cell senescence level3 z_score,Cmap pAGE Cell senescence level4 z_score,Cmap pAGE Cell senescence level5 z_score
2708,phosphoglycolohydroxamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2709,phosphomethylphosphonic acid guanosyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2710,2-hydroxyethyl disulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2711,"2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2712,alpha-methylisocitric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2713,pholcodine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2714,phenylpropanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2715,fluvoxamine,0,0,[],[],0.0,0.0,0.2857142857142857,0.1875,0.1290322580645161,0.0,0.0,0.7559289460184545,0.75,0.7184212081070995
2716,phylloquinone,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,-0.125,-0.2258064516129032,0.0,-0.5773502691896256,-0.3779644730092272,-0.5,-1.257237114187424
2717,piboserod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2718,pibrentasvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2719,piclidenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2720,picolinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2721,2-deoxy-glucose-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2722,phosphatidyl serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2723,phenylpyruvic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2724,gallium citrate ga-67,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2725,alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2726,pazufloxacin,0,0,[],[],1.0,0.3333333333333333,0.4285714285714285,0.125,0.032258064516129,1.4142135623730951,0.5773502691896256,1.1338934190276817,0.5,0.1796053020267748
2727,parachlorophenol,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,-0.125,-0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,-0.5,-0.1796053020267748
2728,gallamine triethiodide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2729,"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2730,galcanezumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2731,gadoxetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2732,"2-[4-(4-chlorophenyl)cyclohexylidene]-3,4-dihydroxy-1(2h)-naphthalenone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2733,paritaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2734,2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2735,perindopril,0,0,[],[],0.0,0.3333333333333333,-0.4285714285714285,0.0,0.032258064516129,0.0,0.5773502691896256,-1.1338934190276817,0.0,0.1796053020267748
2736,albendazole,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,-0.125,0.0967741935483871,0.0,-0.5773502691896256,-0.3779644730092272,-0.5,0.5388159060803247
2737,albiglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2738,albinterferon alfa-2b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2739,gabapentin enacarbil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2740,pavinetant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2741,paraldehyde,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2742,pagoclone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2743,perhexiline,0,0,[],[],-1.0,-1.0,-0.4285714285714285,0.125,0.2903225806451613,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,0.5,1.6164477182409742
2744,3-(2-aminoquinazolin-6-yl)-4-methyl-n-[3-(trifluoromethyl)phenyl]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2745,guanosine-5'-diphosphate-rhamnose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2746,"3-(1h-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1h-indol-3-yl}-1h-pyrrole-2,5-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2747,oliceridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2748,"2,6-dimethyl-4-[(e)-2-phenylethenyl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2749,etravirine,0,0,[],[],1.0,0.3333333333333333,0.4285714285714285,0.125,0.1612903225806451,1.4142135623730951,0.5773502691896256,1.1338934190276817,0.5,0.8980265101338745
2750,etorphine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2751,quercetin,0,0,[],[],0.0,0.3333333333333333,-0.4285714285714285,-0.375,-0.4193548387096774,0.0,0.5773502691896256,-1.1338934190276817,-1.5,-2.3348689263480735
2752,antihemophilic factor human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2753,quinacrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2754,"5-(4'-amino-1'-ethyl-5',8'-difluoro-1'h-spiro[piperidine-4,2'-quinazoline]-1-ylcarbonyl)picolinonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2755,quinagolide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2756,etomidate,0,0,[],[],1.0,0.3333333333333333,0.4285714285714285,0.375,0.2903225806451613,1.4142135623730951,0.5773502691896256,1.1338934190276817,1.5,1.6164477182409742
2757,quinethazone,0,0,[],[],-1.0,-1.0,-0.1428571428571428,-0.125,-0.032258064516129,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,-0.5,-0.1796053020267748
2758,"2-(3,5-dimethylphenyl)-1,3-benzoxazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2759,quinine,0,0,[],[],-1.0,-1.0,0.1428571428571428,0.0,-0.032258064516129,-1.4142135623730951,-1.732050807568877,0.3779644730092272,0.0,-0.1796053020267748
2760,"quinonoid 7,8-tetrahydrobiopterin",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2761,2-(2f-benzothiazolyl)-5-styryl-3-(4f-phthalhydrazidyl)tetrazolium chloride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2762,"2,6-dibromo-4-phenoxyphenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2763,etidronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2764,ethylmorphine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2765,2-(2-hydroxy-cyclopentyl)-pent-4-enal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2766,ethylmercurithiosalicylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2767,rta 744,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2768,esketamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2769,estradiol cypionate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2770,estradiol,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,0.0,-0.0967741935483871,0.0,0.5773502691896256,-0.3779644730092272,0.0,-0.5388159060803247
2771,rabeprazole,0,0,[],[],0.0,0.3333333333333333,-0.1428571428571428,0.0,-0.032258064516129,0.0,0.5773502691896256,-0.3779644730092272,0.0,-0.1796053020267748
2772,"2,6-diamino-hexanoic acid amide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2773,estradiol dienanthate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2774,"2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2775,ethinylestradiol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2776,radezolid,0,0,[],[],1.0,0.3333333333333333,-0.1428571428571428,-0.25,-0.0967741935483871,1.4142135623730951,0.5773502691896256,-0.3779644730092272,-1.0,-0.5388159060803247
2777,estradiol benzoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2778,estradiol acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2779,ramatroban,0,0,[],[],1.0,1.0,0.7142857142857143,0.125,0.032258064516129,1.4142135623730951,1.732050807568877,1.8898223650461363,0.5,0.1796053020267748
2780,eslicarbazepine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2781,ramelteon,0,0,[],[],1.0,1.0,0.7142857142857143,0.625,0.032258064516129,1.4142135623730951,1.732050807568877,1.8898223650461363,2.5,0.1796053020267748
2782,ramipril,0,0,[],[],1.0,1.0,-0.1428571428571428,-0.125,-0.2258064516129032,1.4142135623730951,1.732050807568877,-0.3779644730092272,-0.5,-1.257237114187424
2783,ramosetron,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2784,esomeprazole,0,0,[],[],1.0,0.6666666666666666,0.2857142857142857,0.0625,0.0,1.4142135623730951,1.1547005383792512,0.7559289460184545,0.25,0.0
2785,esmolol,0,0,[],[],0.0,0.3333333333333333,0.4285714285714285,0.375,0.2258064516129032,0.0,0.5773502691896256,1.1338934190276817,1.5,1.257237114187424
2786,ranitidine,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.5,0.3548387096774194,0.0,-0.5773502691896256,0.3779644730092272,2.0,1.975658322294524
2787,rapacuronium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2788,eslicarbazepine acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2789,r048-8071,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2790,r1295,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
2791,r411,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2792,ritanserin,0,0,[],[],0.0,-0.3333333333333333,-0.7142857142857143,-0.25,-0.2258064516129032,0.0,-0.5773502691896256,-1.8898223650461363,-1.0,-1.257237114187424
2793,asparagine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2794,ridogrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2795,aspartate beryllium trifluoride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2796,"2'-deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-n-[(1r)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2797,"2',6'-difluorobiphenyl-4-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2798,risdiplam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2799,"2',5'-dideoxy-adenosine 3'-monophosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2800,"2',4'-dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2801,ritodrine,0,0,[],[],0.0,0.3333333333333333,-0.4285714285714285,-0.125,0.032258064516129,0.0,0.5773502691896256,-1.1338934190276817,-0.5,0.1796053020267748
2802,epanolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2803,astemizole,0,0,[],[],0.0,-0.3333333333333333,-0.4285714285714285,-0.25,-0.1612903225806451,0.0,-0.5773502691896256,-1.1338934190276817,-1.0,-0.8980265101338745
2804,rituximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2805,entacapone,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.125,-0.032258064516129,0.0,0.5773502691896256,0.3779644730092272,0.5,-0.1796053020267748
2806,enrofloxacin,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,0.25,0.2258064516129032,0.0,-0.5773502691896256,1.1338934190276817,1.0,1.257237114187424
2807,asunaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2808,rivenprost,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2809,entospletinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2810,esatenolol,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,-0.125,0.1612903225806451,0.0,-0.5773502691896256,0.3779644730092272,-0.5,0.8980265101338745
2811,rimonabant,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.125,0.0967741935483871,0.0,0.5773502691896256,0.3779644730092272,0.5,0.5388159060803247
2812,rimegepant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2813,"2-(2,6-dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2814,"2,4-dihydroxy-trans cinnamic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2815,ethyl dihydrogen phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2816,rev131,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2817,apalutamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2818,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2819,ethyl isocyanide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2820,ethoxzolamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2821,antithrombin iii human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2822,pyruvic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2823,recombinant alpha 1-antitrypsin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2824,asimadoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2825,eplerenone,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,-0.125,-0.0967741935483871,0.0,-0.5773502691896256,1.1338934190276817,-0.5,-0.5388159060803247
2826,arundic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2827,arylacenamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2828,rifamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2829,rifapentine,0,0,[],[],1.0,1.0,0.7142857142857143,0.625,0.6774193548387096,1.4142135623730951,1.732050807568877,1.8898223650461363,2.5,3.7717113425622726
2830,asciminib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2831,rilapladib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2832,rilpivirine,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,-0.125,0.0967741935483871,0.0,0.5773502691896256,0.3779644730092272,-0.5,0.5388159060803247
2833,estradiol valerate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2834,"2,6-dibromo-4-[(e)-2-phenylethenyl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2835,aprindine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2836,2-mercaptobenzothiazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2837,"phenyl-5-(1h-pyrazol-3-yl)-1,3-thiazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2838,gimatecan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2839,gibberellin a4,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2840,"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-n-[(1s)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2841,gibberellic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2842,glibornuride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2843,afamelanotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2844,pq-10,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2845,gestodene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2846,ginsenoside rb1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2847,gentian violet cation,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2848,2-deoxyglucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2849,2-deoxy-2-fluoro-α-d-glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2850,psn9301,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
2851,agalsidase alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2852,"2-deoxy-2,3-dehydro-n-acetylneuraminic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2853,agalsidase beta,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2854,gemifloxacin,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.25,0.2258064516129032,0.0,0.5773502691896256,0.3779644730092272,1.0,1.257237114187424
2855,"2-{[(1r,2s)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2856,ginsenoside rg1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2857,agmatine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2858,olutasidenib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2859,olmesartan,0,0,[],[],0.0,-0.3333333333333333,-0.7142857142857143,-0.25,-0.2903225806451613,0.0,-0.5773502691896256,-1.8898223650461363,-1.0,-1.6164477182409742
2860,guanosine-3'-monophosphate-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2861,aclidinium,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,0.125,-0.032258064516129,0.0,-0.5773502691896256,1.1338934190276817,0.5,-0.1796053020267748
2862,olodaterol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2863,aconitate ion,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2864,acrivastine,0,0,[],[],-1.0,-1.0,-0.7142857142857143,-0.625,-0.3548387096774194,-1.4142135623730951,-1.732050807568877,-1.8898223650461363,-2.5,-1.975658322294524
2865,guanidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2866,guanfacine,0,0,[],[],1.0,1.0,0.4285714285714285,0.0,-0.032258064516129,1.4142135623730951,1.732050807568877,1.1338934190276817,0.0,-0.1796053020267748
2867,acyclovir,0,0,[],[],-1.0,-1.0,-0.1428571428571428,0.0,0.032258064516129,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,0.0,0.1796053020267748
2868,2-{[4-(4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2869,olcegepant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2870,"3,5-diiodotyrosine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2871,ouabain,0,0,[],[],-1.0,-1.0,-0.1428571428571428,0.125,0.2258064516129032,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,0.5,1.257237114187424
2872,ovalicin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2873,para-nitrophenyl 1-thio-beta-d-glucopyranoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2874,glecaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2875,adipiplon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2876,"3',5'-dibromo-2',4,4',6'-tetrahydroxy aurone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2877,2-aminoisobutyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2878,ppl-100,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2879,etamiphylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2880,gliquidone,0,0,[],[],1.0,1.0,0.1428571428571428,0.0,-0.032258064516129,1.4142135623730951,1.732050807568877,0.3779644730092272,0.0,-0.1796053020267748
2881,oxymetholone,0,0,[],[],0.0,0.3333333333333333,0.1428571428571428,0.125,0.0967741935483871,0.0,0.5773502691896256,0.3779644730092272,0.5,0.5388159060803247
2882,oxymorphone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2883,glucose-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2884,oxyphencyclimine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2885,oxyphenonium,0,0,[],[],-1.0,-1.0,0.1428571428571428,0.375,0.0967741935483871,-1.4142135623730951,-1.732050807568877,0.3779644730092272,1.5,0.5388159060803247
2886,gluconolactone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2887,oxytetracycline,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,-0.125,0.032258064516129,0.0,-0.5773502691896256,-0.3779644730092272,-0.5,0.1796053020267748
2888,glucagon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2889,pimozide,0,0,[],[],-1.0,-0.3333333333333333,-0.4285714285714285,-0.5,-0.2903225806451613,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-2.0,-1.6164477182409742
2890,glutaric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2891,otx-008,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2892,2-cyclopropylmethylenepropanal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2893,pindolol,0,0,[],[],1.0,1.0,-0.1428571428571428,-0.125,-0.1612903225806451,1.4142135623730951,1.732050807568877,-0.3779644730092272,-0.5,-0.8980265101338745
2894,ethinamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2895,apixaban,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.125,0.032258064516129,0.0,-0.5773502691896256,0.3779644730092272,0.5,0.1796053020267748
2896,aplaviroc,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2897,aplyronine a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2898,aprepitant,0,0,[],[],1.0,1.0,0.4285714285714285,0.25,-0.032258064516129,1.4142135623730951,1.732050807568877,1.1338934190276817,1.0,-0.1796053020267748
2899,glutamic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2900,oxycodone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2901,"3',5'-difluorobiphenyl-4-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2902,glycocholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2903,"3',5'-dinitro-n-acetyl-l-thyronine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2904,glimepiride,0,0,[],[],-1.0,-1.0,-0.1428571428571428,-0.125,-0.0967741935483871,-1.4142135623730951,-1.732050807568877,-0.3779644730092272,-0.5,-0.5388159060803247
2905,oxacillin,0,0,[],[],0.0,-0.3333333333333333,-0.1428571428571428,0.0,0.2258064516129032,0.0,-0.5773502691896256,-0.3779644730092272,0.0,1.257237114187424
2906,oxalic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2907,glycopyrronium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2908,adenosine-2'-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2909,oxamic acid,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2910,oxamniquine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2911,glycochenodeoxycholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2912,oxybutynin,0,0,[],[],1.0,0.3333333333333333,0.1428571428571428,0.25,0.2258064516129032,1.4142135623730951,0.5773502691896256,0.3779644730092272,1.0,1.257237114187424
2913,glycine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2914,glycerol phenylbutyrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2915,glycerin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2916,glyburide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2917,oxibendazole,0,0,[],[],0.0,-0.3333333333333333,0.4285714285714285,0.5,0.2903225806451613,0.0,-0.5773502691896256,1.1338934190276817,2.0,1.6164477182409742
2918,glutazumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2919,"adenosine-5'-diphosphate-2',3'-vanadate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2920,oxybuprocaine,0,0,[],[],-1.0,-0.3333333333333333,-0.4285714285714285,-0.125,-0.0967741935483871,-1.4142135623730951,-0.5773502691896256,-1.1338934190276817,-0.5,-0.5388159060803247
2921,lonidamine,0,0,[],[],-1.0,-1.0,-0.4285714285714285,0.0,-0.032258064516129,-1.4142135623730951,-1.732050807568877,-1.1338934190276817,0.0,-0.1796053020267748
2922,lonafarnib,0,0,[],[],0.0,-0.3333333333333333,0.1428571428571428,0.25,0.1612903225806451,0.0,-0.5773502691896256,0.3779644730092272,1.0,0.8980265101338745
2923,cyclohexyl-pentyl-maltoside,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2924,"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2925,"[1-(1-methyl-4,5-dioxo-pent-2-enylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2926,[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2927,tapentadol,0,3,[],"[3, 4, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
2928,tapinarof,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2929,(r)-atenolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2930,"[(4r)-4-(3-hydroxyphenyl)-1,6-dimethyl-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl](phenyl)methanone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2931,cevimeline,0,0,[],[],1.0,1.0,0.1428571428571428,0.25,-0.032258064516129,1.4142135623730951,1.732050807568877,0.3779644730092272,1.0,-0.1796053020267748
