,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
3544,cintredekin besudotox,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3545,coenzyme a persulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3546,coa-s-acetyl 5-bromotryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3547,uridine diphosphate glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3548,ulapualide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3549,umeclidinium,0,0,[],[],1.0,0.0,0.3333333333333333,0.04,0.0547945205479452,1.0,0.0,0.8164965809277259,0.1999999999999999,0.6620847108818944
3550,coagulation factor vii human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3551,cisapride,0,0,[],[],-1.0,0.0,0.0,-0.04,0.0410958904109589,-1.0,0.0,0.0,-0.1999999999999999,0.4965635331614207
3552,(2s)-pyrrolidin-2-ylmethylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3553,oxycodone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3554,"(2z,3e)-2,3'-biindole-2',3(1h,1'h)-dione 3-{o-[(3r)-3,4-dihydroxybutyl]oxime}",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3555,(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3556,ulocuplumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3557,(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3558,oxybutynin,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.36,-0.0547945205479452,1.0,0.0,-1.6329931618554518,-1.7999999999999998,-0.6620847108818944
3559,uridine 5'-triphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3560,umifenovir,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3561,ubrogepant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3562,upadacitinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3563,(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3564,urelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3565,coa-s-trimethylene-acetyl-tryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3566,uric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3567,uridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3568,(2r)-2-benzyl-3-nitropropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3569,testosterone undecanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3570,clinafloxacin,0,0,[],[],1.0,1.0,1.0,0.28,0.0821917808219178,1.0,1.4142135623730951,2.449489742783178,1.4,0.9931270663228416
3571,apixaban,0,0,[],[],1.0,0.0,0.3333333333333333,0.12,0.0410958904109589,1.0,0.0,0.8164965809277259,0.6,0.4965635331614207
3572,teduglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3573,tegafur,0,0,[],[],-1.0,0.0,0.0,0.12,-0.0684931506849315,-1.0,0.0,0.0,0.6,-0.827605888602368
3574,"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)phenethyl)guanidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3575,aplaviroc,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3576,delavirdine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3577,taurocholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3578,depatuxizumab mafodotin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3579,talnetant,0,0,[],[],1.0,0.0,0.0,0.2,0.0547945205479452,1.0,0.0,0.0,1.0,0.6620847108818944
3580,benzylpenicillin,0,0,[],[],1.0,1.0,1.0,0.52,0.1095890410958904,1.0,1.4142135623730951,2.449489742783178,2.6,1.3241694217637887
3581,betaine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3582,tamatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3583,[1-(3-chloro-2-formyl-phenylcarbamoyl)-2-methyl-propyl]-carbamic acid tert-butyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3584,bepotastine,0,0,[],[],-1.0,0.0,0.3333333333333333,0.36,0.1232876712328767,-1.0,0.0,0.8164965809277259,1.7999999999999998,1.4896905994842622
3585,ethinamate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3586,desirudin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3587,desipramine,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.04,-0.136986301369863,-1.0,0.0,0.8164965809277259,-0.1999999999999999,-1.655211777204736
3588,"[1-(1-methyl-4,5-dioxo-pent-2-enylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3589,[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3590,zucapsaicin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3591,tecovirimat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3592,tapinarof,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3593,"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3594,tebentafusp,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3595,cyc116,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3596,tecadenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3597,"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3598,"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)phenyl)guanidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3599,technetium tc-99m ciprofloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3600,technetium tc-99m mebrofenin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3601,aprindine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3602,etamiphylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3603,aplyronine a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3604,technetium tc-99m nofetumomab merpentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3605,besifloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3606,cvt-6883,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3607,aprepitant,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.44,-0.0821917808219178,1.0,0.0,-0.8164965809277259,-2.1999999999999997,-0.9931270663228416
3608,beta-(2-naphthyl)-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3609,beta-d-glucopyranose spirohydantoin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3610,technetium tc-99m tilmanocept,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3611,beta-d-glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3612,tapentadol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3613,(r)-atenolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3614,testosterone enanthate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3615,tertatolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3616,terfenadine,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.28,-0.0684931506849315,-1.0,0.0,0.8164965809277259,-1.4,-0.827605888602368
3617,teriflunomide,0,0,[],[],1.0,1.0,0.3333333333333333,0.2,0.1643835616438356,1.0,1.4142135623730951,0.8164965809277259,1.0,1.986254132645683
3618,bictegravir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3619,terlipressin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3620,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3621,bilastine,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3622,biliverdine ix alpha,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3623,chlorothiazide,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.1643835616438356,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-1.986254132645683
3624,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3625,(diaminomethyl-methyl-amino)-acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3626,dazoxiben,0,0,[],[],-1.0,0.0,0.0,0.12,0.1095890410958904,-1.0,0.0,0.0,0.6,1.3241694217637887
3627,darifenacin,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.12,-0.0958904109589041,-1.0,-1.4142135623730951,-0.8164965809277259,-0.6,-1.158648244043315
3628,tesmilifene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3629,"(5s,7r,8s,9s,10r)-3-amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3630,oxytetracycline,0,0,[],[],1.0,0.0,0.3333333333333333,0.04,-0.0410958904109589,1.0,0.0,0.8164965809277259,0.1999999999999999,-0.4965635331614207
3631,daratumumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3632,testosterone cypionate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3633,gluconolactone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3634,terbutaline,0,0,[],[],-1.0,0.0,0.6666666666666666,0.36,0.136986301369863,-1.0,0.0,1.6329931618554518,1.7999999999999998,1.655211777204736
3635,glucagon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3636,"[(4r)-4-(3-hydroxyphenyl)-1,6-dimethyl-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl](phenyl)methanone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3637,2-cyclopropylmethylenepropanal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3638,cevimeline,0,0,[],[],1.0,0.0,0.0,-0.12,-0.0684931506849315,1.0,0.0,0.0,-0.6,-0.827605888602368
3639,taribavirin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3640,bepridil,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.28,-0.0821917808219178,1.0,0.0,-0.8164965809277259,-1.4,-0.9931270663228416
3641,cabazitaxel,0,1,[],[1],-1.0,0.0,0.0,0.04,-0.0136986301369863,-1.0,0.0,0.0,0.1999999999999999,-0.1655211777204736
3642,deramciclane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3643,pindolol,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.0684931506849315,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-0.827605888602368
3644,tasimelteon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3645,tasonermin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3646,otx-008,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3647,zotiraciclib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3648,pimozide,0,0,[],[],-1.0,-1.0,-1.0,-0.6,-0.1780821917808219,-1.0,-1.4142135623730951,-2.449489742783178,-2.9999999999999996,-2.1517753103661565
3649,beraprost,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3650,czen 002,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3651,chloramphenicol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3652,taspoglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3653,tarenflurbil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3654,gliquidone,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.2,-0.1095890410958904,1.0,0.0,-1.6329931618554518,-1.0,-1.3241694217637887
3655,tegaserod,0,0,[],[],-1.0,-1.0,0.3333333333333333,-0.2,-0.0547945205479452,-1.0,-1.4142135623730951,0.8164965809277259,-1.0,-0.6620847108818944
3656,bethanidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3657,betahistine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.2,-0.1506849315068493,1.0,0.0,-1.6329931618554518,-1.0,-1.8207329549252096
3658,4-nitrocatechol sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3659,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3660,gadobenic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3661,carboplatin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3662,"4-[(1s,2s,5s)-5-(hydroxymethyl)-8-methyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3663,2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3664,2-(2-hydroxy-5-methoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3665,"r,s-warfarin alcohol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3666,alclometasone,0,0,[],[],-1.0,-1.0,-1.0,-0.36,-0.0547945205479452,-1.0,-1.4142135623730951,-2.449489742783178,-1.7999999999999998,-0.6620847108818944
3667,ulobetasol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3668,brasofensine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3669,gadofosveset trisodium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3670,"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3671,rg-7795,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3672,alemtuzumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3673,branebrutinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3674,futibatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3675,racepinephrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3676,bradanicline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3677,urea,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.2,-0.136986301369863,-1.0,-1.4142135623730951,-0.8164965809277259,-1.0,-1.655211777204736
3678,"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3679,quizartinib,0,0,[],[],1.0,0.0,0.0,-0.2,-0.0342465753424657,1.0,0.0,0.0,-1.0,-0.413802944301184
3680,cyclandelate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3681,4-hydroxybutan-2-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3682,eritoran,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3683,mirococept,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3684,"{3-[3-(3,4-dimethoxy-phenyl)-1-(1-{1-[2-(3,4,5-trimethoxy-phenyl)-butyryl]-piperidin-2yl}-vinyloxy)-propyl]-phenoxy}-acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3685,4-guanidinobenzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3686,segesterone acetate,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3687,selenium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3688,4-{[1-methyl-5-(2-methyl-benzoimidazol-1-ylmethyl)-1h-benzoimidazol-2-ylmethyl]-amino}-benzamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3689,semaxanib,0,1,[],[3],-1.0,0.0,0.3333333333333333,-0.12,-0.0273972602739726,-1.0,0.0,0.8164965809277259,-0.6,-0.3310423554409472
3690,"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3691,"4-[(1s,2r,5s)-4,4,8-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3692,eletriptan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3693,4-methoxybenzenesulfinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3694,16-bromoepiandrosterone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3695,edoxudine,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.44,-0.136986301369863,1.0,0.0,-0.8164965809277259,-2.1999999999999997,-1.655211777204736
3696,17-methyl-17-alpha-dihydroequilenin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3697,gemtuzumab ozogamicin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3698,umbralisib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3699,cyclo-tetrametavanadate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3700,raclopride,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.36,-0.2054794520547945,1.0,0.0,-0.8164965809277259,-1.7999999999999998,-2.482817665807104
3701,cupric chloride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3702,methyltestosterone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3703,2'-deoxycytidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3704,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3705,pyroxamide,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.28,0.0,-1.0,0.0,0.8164965809277259,-1.4,0.0
3706,azilsartan medoxomil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3707,belinostat,0,0,[],[],-1.0,0.0,0.6666666666666666,0.12,-0.0205479452054794,-1.0,0.0,1.6329931618554518,0.6,-0.2482817665807103
3708,medium-chain triglycerides,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3709,alizapride,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.2,-0.0684931506849315,-1.0,-1.4142135623730951,-1.6329931618554518,-1.0,-0.827605888602368
3710,azapropazone,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.52,-0.1917808219178082,-1.0,-1.4142135623730951,-1.6329931618554518,-2.6,-2.31729648808663
3711,2'-deoxyuridine 3'-monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3712,"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3713,e5531,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3714,mephentermine,0,0,[],[],-1.0,0.0,0.0,0.2,0.1095890410958904,-1.0,0.0,0.0,1.0,1.3241694217637887
3715,"diethyl (1r,2s,3r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3716,dl-methylephedrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3717,fludarabine,0,2,[],"[3, 5]",1.0,1.0,1.0,0.12,0.1095890410958904,1.0,1.4142135623730951,2.449489742783178,0.6,1.3241694217637887
3718,ambrisentan,0,0,[],[],1.0,0.0,-0.3333333333333333,0.12,0.0273972602739726,1.0,0.0,-0.8164965809277259,0.6,0.3310423554409472
3719,flurandrenolide,0,0,[],[],1.0,1.0,0.3333333333333333,0.2,-0.0410958904109589,1.0,1.4142135623730951,0.8164965809277259,1.0,-0.4965635331614207
3720,dtp-348,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3721,"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2h)-one",0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
3722,azithromycin,0,0,[],[],-1.0,-1.0,0.0,0.36,0.1643835616438356,-1.0,-1.4142135623730951,0.0,1.7999999999999998,1.986254132645683
3723,aeruginosin 98-b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3724,vayarin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3725,propiolactone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3726,guaiacol,0,0,[],[],-1.0,0.0,-0.6666666666666666,-0.52,-0.2054794520547945,-1.0,0.0,-1.6329931618554518,-2.6,-2.482817665807104
3727,bromopride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3728,propanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3729,"n-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3730,"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3731,bromocriptine,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.12,0.0410958904109589,1.0,0.0,-0.8164965809277259,-0.6,0.4965635331614207
3732,gpi-1046,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3733,gossypol,0,0,[],[],1.0,0.0,0.6666666666666666,0.36,0.0821917808219178,1.0,0.0,1.6329931618554518,1.7999999999999998,0.9931270663228416
3734,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3735,(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3736,"n-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3737,glycolic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3738,"(2s,3r)-2-[[4-(tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3739,prucalopride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3740,glutathione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3741,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3742,"4-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3743,maribavir,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.1643835616438356,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-1.986254132645683
3744,ertapenem,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3745,bicifadine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3746,carbazole butanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3747,ferrous fumarate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3748,1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3749,meprednisone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3750,"(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-phenylalanine ethyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3751,rose bengal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3752,trimetazidine,0,1,[],[1],-1.0,-1.0,-0.3333333333333333,0.12,0.1506849315068493,-1.0,-1.4142135623730951,-0.8164965809277259,0.6,1.8207329549252096
3753,vecabrutinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3754,triheptanoin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3755,"s,r-warfarin alcohol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3756,mersalyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3757,aminopterin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3758,sulfinpyrazone,0,0,[],[],1.0,1.0,0.3333333333333333,-0.2,-0.0684931506849315,1.0,1.4142135623730951,0.8164965809277259,-1.0,-0.827605888602368
3759,ferric pyrophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3760,ferric cation,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3761,bis(adenosine)-5'-pentaphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3762,"1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3763,fenoldopam,0,0,[],[],-1.0,-1.0,0.0,-0.04,0.0273972602739726,-1.0,-1.4142135623730951,0.0,-0.1999999999999999,0.3310423554409472
3764,s-(4-bromobenzyl)cysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
