,drug_name,Mitochondrial dysfunction count,Mitochondrial dysfunction count marg,Mitochondrial dysfunction,Mitochondrial dysfunction marg,Cmap pAGE Mitochondrial dysfunction level1,Cmap pAGE Mitochondrial dysfunction level2,Cmap pAGE Mitochondrial dysfunction level3,Cmap pAGE Mitochondrial dysfunction level4,Cmap pAGE Mitochondrial dysfunction level5,Cmap pAGE Mitochondrial dysfunction level1 z_score,Cmap pAGE Mitochondrial dysfunction level2 z_score,Cmap pAGE Mitochondrial dysfunction level3 z_score,Cmap pAGE Mitochondrial dysfunction level4 z_score,Cmap pAGE Mitochondrial dysfunction level5 z_score
3656,"7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3657,"8,9,10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3658,interferon gamma-1b,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3659,interferon beta-1b,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3660,"n-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
3661,interferon beta-1a,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3662,n-beta-d-glucopyranosylacetamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3663,interferon alfacon-1,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3664,4-(1h-imidazol-1-yl)phenol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3665,interferon alfa-n3,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3666,interferon alfa-n1,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3667,n-cyclohexyltaurine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3668,"4-(1,3-benzoxazol-2-yl)-2,6-dimethylphenol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3669,"4-(1,3-benzoxazol-2-yl)-2,6-dibromophenol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3670,"4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3671,n-acetyl-n'-beta-d-glucopyranosyl urea,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3672,8-chlorotheophylline,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3673,9-methylguanine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3674,"3h-indole-5,6-diol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3675,3-pyridin-4-yl-1h-indazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3676,"9,10-deepithio-9,10-didehydroacanthifolicin",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3677,3-phenyl-5-(1h-pyrazol-3-yl)isoxazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3678,n-{[(2-methyl-2-propanyl)oxy]carbonyl}-l-alanyl-l-alaninamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3679,a-674563,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3680,abt-341,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3681,indoprofen,0,0,[],[],0.0,1.0,-0.4117647058823529,-0.1034482758620689,0.1860465116279069,0,1.4142135623730951,-1.697749375254331,-0.5570860145311556,2.4399771253216747
3682,abx-pth,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3683,indolepropionic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3684,indoleacetic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3685,n1-(1-dimethylcarbamoyl-2-phenyl-ethyl)-2-oxo-n4-(2-pyridin-2-yl-ethyl)-succinamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3686,indirubin-5-sulphonate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3687,indinavir,0,0,[],[],0.0,-1.0,0.2941176470588235,0.1034482758620689,-0.0930232558139534,0,-1.4142135623730951,1.212678125181665,0.5570860145311556,-1.219988562660837
3688,indenolol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3689,adl 10-0101,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3690,"3-carboxamido-1,3,5(10)-estratrien-17(r)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3691,"n-{4-[(carboxymethyl)carbamoyl]benzoyl}-l-valyl-n-[(3s)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-l-prolinamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3692,"6-phenyl[5h]pyrrolo[2,3-b]pyrazine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3693,"n-[(5s,7r,8s,9s,10r)-8,9,10-trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3694,istradefylline,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3695,av608,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3696,hydrocortisone valerate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3697,hydrocortisone succinate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3698,hydrocortisone probutate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3699,ave9633,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3700,avi-4557,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3701,hydrocortisone butyrate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3702,nitric oxide,0,1,[],[4],,,,,,0,0.0,0.0,0.0,0.0
3703,nitrilotriacetic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3704,hydrocortisone acetate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3705,azd-7325,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3706,"3-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)thiophene-2-carboxylic acid",0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
3707,nitrofurantoin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3708,azd-8330,0,0,[],[],0.0,0.0,0.5294117647058824,0.3793103448275862,0.0,0,0.0,2.182820625326997,2.0426487199475702,0.0
3709,hydrocodone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3710,nitrosoethane,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3711,3-({[(1z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3712,hydrochlorothiazide,0,0,[],[],0.0,-1.0,-0.1764705882352941,0.0344827586206896,0.1162790697674418,0,-1.4142135623730951,-0.727606875108999,0.1856953381770518,1.5249857033260463
3713,hydroflumethiazide,0,0,[],[],0.0,0.0,0.2941176470588235,0.1034482758620689,-0.0581395348837209,0,0.0,1.212678125181665,0.5570860145311556,-0.7624928516630233
3714,hydroxocobalamin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3715,nizatidine,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.1724137931034483,0.0988372093023255,0,0.0,-0.2425356250363329,-0.9284766908852594,1.2962378478271397
3716,human blood group h type 1 trisaccharide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3717,abrocitinib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3718,hexadecanesulfonyl fluoride,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3719,acarbose,0,0,[],[],0.0,0.0,0.4117647058823529,0.1724137931034483,-0.1860465116279069,0,0.0,1.697749375254331,0.9284766908852594,-2.4399771253216747
3720,nα-[(2s)-2-{[(s)-[(1s)-1-{[(benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-l-tryptophanamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3721,o-(((1r)-((n-(phenyl-methoxy-carbonyl)-alanyl)-amino)methyl)hydroxyphosphinyl)3-l-phenyllactate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3722,o-(((1r)-((n-phenylmethoxycarbonyl-l-alanyl)amino)ethyl)hydroxyphosphono)-l-benzylacetic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3723,hexachlorophene,0,0,[],[],0.0,1.0,0.1764705882352941,0.1724137931034483,-0.0348837209302325,0,1.4142135623730951,0.727606875108999,0.9284766908852594,-0.457495710997814
3724,o-trifluoromethylphenyl anthranilic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3725,hesperidin,0,0,[],[],0.0,-1.0,-0.4117647058823529,-0.2413793103448276,0.1860465116279069,0,-1.4142135623730951,-1.697749375254331,-1.299867367239363,2.4399771253216747
3726,o3-sulfonylgalactose,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3727,heptulose-2-phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3728,acefylline,0,0,[],[],0.0,1.0,-0.0588235294117647,0.1724137931034483,0.0930232558139534,0,1.4142135623730951,-0.2425356250363329,0.9284766908852594,1.219988562660837
3729,"octane-1,3,5,7-tetracarboxylic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3730,3-(4-nitrophenyl)-1h-pyrazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3731,hexocyclium,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3732,3-(butylsulphonyl)-propanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3733,3-(n-morpholino)propanesulfonic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3734,abacavir,0,0,[],[],0.0,0.0,0.2941176470588235,0.3103448275862069,-0.0988372093023255,0,0.0,1.212678125181665,1.6712580435934667,-1.2962378478271397
3735,nocodazole,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.2413793103448276,-0.2093023255813953,0,0.0,-0.2425356250363329,-1.299867367239363,-2.744974265986884
3736,ipratropium,0,0,[],[],0.0,1.0,0.1764705882352941,-0.0344827586206896,-0.0174418604651162,0,1.4142135623730951,0.727606875108999,-0.1856953381770518,-0.228747855498907
3737,4-(4-hydroxyphenyl)-1-naphthaldehyde oxime,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3738,n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3739,isradipine,0,0,[],[],0.0,0.0,0.5294117647058824,0.1724137931034483,-0.1511627906976744,0,0.0,2.182820625326997,0.9284766908852594,-1.9824814143238605
3740,4-(4-chlorophenyl)imidazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3741,isocyanomethane,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3742,isoamyl alcohol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3743,7-methyl-5'-guanylic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3744,isavuconazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3745,isatuximab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3746,"7-methyl-7,8-dihydroguanosine-5'-diphosphate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3747,4-(2-aminoethyl)benzenesulfonyl fluoride,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
3748,4-(2-aminophenyl)-4-oxobutanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3749,4-(2-aminoethyl)benzenesulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3750,7-methyl-gpppa,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3751,irofulven,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3752,7-methyl-guanosine-5'-triphosphate-5'-guanosine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3753,iratumumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3754,4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
3755,n-[2-(6-amino-4-methylpyridin-2-yl)ethyl]-4-cyanobenzamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3756,"n-[2-(4-amino-5,8-difluoro-1,2-dihydroquinazolin-2-yl)ethyl]-3-furamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3757,nojirimycine tetrazole,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3758,"4-(4-methylpiperazin-1-yl)-n-[5-(2-thienylacetyl)-1,5-dihydropyrrolo[3,4-c]pyrazol-3-yl]benzamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3759,abametapir,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3760,abarelix,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3761,"3-({4-[(1e)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3762,norclozapine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3763,abatacept,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3764,nm-702,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3765,1h-benoximidazole-2-carboxylic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3766,ngx267,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3767,adx-10061,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3768,isothipendyl,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3769,"4-(4-chlorobenzyl)-1-(7h-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3770,7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1h-benzimidazole-5-carbonitrile,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3771,"7-benzyl-1,3-dimethyl-8-piperazin-1-yl-3,7-dihydro-purine-2,6-dione",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3772,"n-[1-(aminomethyl)cyclopropyl]-3-(morpholin-4-ylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3773,"n-[2-(1,3-benzodioxol-5-yl)ethyl]-1-[2-(1h-imidazol-1-yl)-6-methylpyrimidin-4-yl]-d-prolinamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3774,n-[2-(1-formyl-2-methyl-propyl)-1-(4-piperidin-1-yl-but-2-enoyl)-pyrrolidin-3-yl]-methanesulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3775,7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3776,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3777,polatuzumab vedotin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3778,r673,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3779,tyrothricin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3780,trodusquemine,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
3781,tofacitinib,0,0,[],[],0.0,-1.0,-0.1764705882352941,-0.1724137931034483,0.1511627906976744,0,-1.4142135623730951,-0.727606875108999,-0.9284766908852594,1.9824814143238605
3782,delafloxacin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3783,deferoxamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3784,tolazoline,0,0,[],[],0.0,1.0,0.1764705882352941,0.1724137931034483,0.063953488372093,0,1.4142135623730951,0.727606875108999,0.9284766908852594,0.8387421368293257
3785,tolcapone,0,0,[],[],0.0,-1.0,-0.6470588235294118,-0.3103448275862069,0.1046511627906976,0,-1.4142135623730951,-2.667891875399663,-1.6712580435934667,1.372487132993442
3786,topotecan,0,0,[],[],0.0,0.0,0.2941176470588235,0.0344827586206896,-0.313953488372093,0,0.0,1.212678125181665,0.1856953381770518,-4.117461398980326
3787,trametinib,0,0,[],[],0.0,-1.0,0.2941176470588235,0.1034482758620689,0.1627906976744186,0,-1.4142135623730951,1.212678125181665,0.5570860145311556,2.1349799846564657
3788,tranexamic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3789,darunavir,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.1724137931034483,-0.0174418604651162,0,0.0,-0.2425356250363329,-0.9284766908852594,-0.228747855498907
3790,trastuzumab emtansine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3791,daridorexant,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3792,tributyltin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3793,iobenguane sulfate i-123,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3794,dinor-n(omega)-hydroxy-l-arginine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3795,triflusal,0,1,[],[5],0.0,0.0,-0.5294117647058824,-0.2413793103448276,0.1802325581395348,0,0.0,-2.182820625326997,-1.299867367239363,2.3637278401553723
3796,"(9z,11e,13s)-13-hydroxyoctadeca-9,11-dienoic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3797,turpentine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3798,vardenafil,0,0,[],[],0.0,0.0,-0.0588235294117647,0.0344827586206896,0.2151162790697674,0,0.0,-0.2425356250363329,0.1856953381770518,2.8212235511531865
3799,alpha-d-quinovopyranose,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3800,compound 4-d,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3801,diethylpropion,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
3802,rivoglitazone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3803,diethylene glycol diethyl ether,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3804,ulixertinib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3805,9(s)-hode,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3806,ursolic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3807,vp025,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3808,(s)-3-(4-(2-carbazol-9-yl-ethoxy)-phenyl)-2-ethoxy-propionic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3809,tasosartan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3810,vancomycin,0,0,[],[],0.0,1.0,-0.1764705882352941,-0.1034482758620689,0.0232558139534883,0,1.4142135623730951,-0.727606875108999,-0.5570860145311556,0.3049971406652093
3811,varespladib methyl,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
3812,corticotropin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3813,danoprevir,0,0,[],[],0.0,1.0,-0.1764705882352941,0.1034482758620689,0.2325581395348837,0,1.4142135623730951,-0.727606875108999,0.5570860145311556,3.049971406652093
3814,vasopressin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3815,copanlisib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3816,conivaptan,0,1,[],[5],0.0,0.0,-0.1764705882352941,-0.1034482758620689,-0.0581395348837209,0,0.0,-0.727606875108999,-0.5570860145311556,-0.7624928516630233
3817,iobenguane,0,0,[],[],0.0,1.0,-0.1764705882352941,-0.1034482758620689,-0.1686046511627907,0,1.4142135623730951,-0.727606875108999,-0.5570860145311556,-2.2112292698227676
3818,triprolidine,0,0,[],[],0.0,1.0,-0.1764705882352941,-0.0344827586206896,0.1860465116279069,0,1.4142135623730951,-0.727606875108999,-0.1856953381770518,2.4399771253216747
3819,dcfbc,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3820,ykp-1358,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3821,{4-[2-benzyl-3-methoxy-2-(methoxycarbonyl)-3-oxopropyl]phenyl}sulfamic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3822,guanine,0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
3823,demegestone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3824,cholesterol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3825,protriptyline,0,1,[],[5],0.0,0.0,-0.0588235294117647,-0.3103448275862069,-0.2093023255813953,0,0.0,-0.2425356250363329,-1.6712580435934667,-2.744974265986884
3826,colchicine,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.1724137931034483,-0.005813953488372,0,0.0,-0.727606875108999,-0.9284766908852594,-0.0762492851663023
3827,colchiceine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3828,guanadrel,0,1,[],[5],0.0,1.0,-0.0588235294117647,-0.0344827586206896,0.1744186046511628,0,1.4142135623730951,-0.2425356250363329,-0.1856953381770518,2.28747855498907
3829,coccidioides immitis spherule,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3830,cloprednol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3831,clomifene,0,0,[],[],0.0,-1.0,0.1764705882352941,0.0344827586206896,-0.2383720930232558,0,-1.4142135623730951,0.727606875108999,0.1856953381770518,-3.126220691818396
3832,clofazimine,0,0,[],[],0.0,-1.0,0.0588235294117647,-0.0344827586206896,-0.1046511627906976,0,-1.4142135623730951,0.2425356250363329,-0.1856953381770518,-1.372487132993442
3833,clocortolone,0,0,[],[],0.0,0.0,0.4117647058823529,0.2413793103448276,-0.1802325581395348,0,0.0,1.697749375254331,1.299867367239363,-2.3637278401553723
3834,xl019,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3835,"cis-[4,5-bis-(4-chlorophenyl)-2-(2-isopropoxy-4-methoxyphenyl)-4,5-dihyd roimidazol-1-yl]-piperazin-1-yl-methanone",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3836,"cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3837,ciprofloxacin,0,0,[],[],0.0,1.0,-0.1764705882352941,-0.3103448275862069,0.005813953488372,0,1.4142135623730951,-0.727606875108999,-1.6712580435934667,0.0762492851663023
3838,s-propylamine-l-cysteine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3839,"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3840,raf-265,0,1,[],[1],0.0,0.0,0.4117647058823529,-0.0344827586206896,-0.0988372093023255,0,0.0,1.697749375254331,-0.1856953381770518,-1.2962378478271397
3841,tetrachlorodecaoxide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3842,p-benzoyl-l-phenylalanine,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3843,vindesine,0,0,[],[],0.0,-1.0,-0.0588235294117647,-0.1724137931034483,-0.1686046511627907,0,-1.4142135623730951,-0.2425356250363329,-0.9284766908852594,-2.2112292698227676
3844,compound 18,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3845,colforsin,0,0,[],[],0.0,-1.0,0.1764705882352941,0.1724137931034483,0.0697674418604651,0,-1.4142135623730951,0.727606875108999,0.9284766908852594,0.914991421995628
3846,halofuginone,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3847,chlorcyclizine,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.1034482758620689,0.1046511627906976,0,0.0,-0.2425356250363329,-0.5570860145311556,1.372487132993442
3848,cethromycin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3849,xen-2174,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
3850,[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3851,"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3852,beta-l-fucose,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3853,guanethidine,0,1,[],[5],0.0,0.0,0.4117647058823529,0.2413793103448276,-0.127906976744186,0,0.0,1.697749375254331,1.299867367239363,-1.6774842736586515
3854,datp,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3855,quinupristin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3856,gamma-aminobutyric acid,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
3857,"methyl (1r,2s)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3858,carbidopa,0,0,[],[],0.0,1.0,0.1764705882352941,0.1034482758620689,-0.1046511627906976,0,1.4142135623730951,0.727606875108999,0.5570860145311556,-1.372487132993442
3859,"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3860,"(4s,5e,7z,10z,13z,16z,19z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3861,isosorbide dinitrate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3862,2-{5-[3-(7-propyl-3-trifluoromethylbenzo[d]isoxazol-6-yloxy)propoxy]indol-1-yl}ethanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3863,idursulfase,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3864,ibudilast,0,1,[],[3],0.0,0.0,0.1764705882352941,0.1034482758620689,0.1453488372093023,0,0.0,0.727606875108999,0.5570860145311556,1.9062321291575584
3865,ilomastat,0,0,[],[],0.0,0.0,-0.4117647058823529,-0.2413793103448276,-0.0290697674418604,0,0.0,-1.697749375254331,-1.299867367239363,-0.3812464258315116
3866,pentosan polysulfate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3867,imipenem,0,0,[],[],0.0,1.0,0.5294117647058824,0.3103448275862069,-0.0697674418604651,0,1.4142135623730951,2.182820625326997,1.6712580435934667,-0.914991421995628
3868,(2s)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
