,drug_name,Epigenetic alterations count,Epigenetic alterations count marg,Epigenetic alterations,Epigenetic alterations marg,Cmap pAGE Epigenetic alterations level1,Cmap pAGE Epigenetic alterations level2,Cmap pAGE Epigenetic alterations level3,Cmap pAGE Epigenetic alterations level4,Cmap pAGE Epigenetic alterations level5,Cmap pAGE Epigenetic alterations level1 z_score,Cmap pAGE Epigenetic alterations level2 z_score,Cmap pAGE Epigenetic alterations level3 z_score,Cmap pAGE Epigenetic alterations level4 z_score,Cmap pAGE Epigenetic alterations level5 z_score
3447,c31g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3448,"(2s,3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3449,vigabatrin,0,0,[],[],1.0,0.7142857142857143,0.4117647058823529,0.1111111111111111,-0.0340557275541795,1.4142135623730951,1.8898223650461363,1.697749375254331,0.6666666666666666,-0.6120563724821229
3450,clascoterone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3451,vicagrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3452,valaciclovir,0,0,[],[],0.0,0.1428571428571428,-0.0588235294117647,-0.1111111111111111,-0.1269349845201238,0.0,0.3779644730092272,-0.2425356250363329,-0.6666666666666666,-2.2813010247060945
3453,valbenazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3454,valganciclovir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3455,vedolizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3456,butamben,0,0,[],[],0.0,0.0,0.1176470588235294,0.0277777777777777,0.0433436532507739,0.0,0.0,0.4850712500726659,0.1666666666666666,0.7789808377045201
3457,c-(1-azido-alpha-d-glucopyranosyl) formamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3458,tropisetron,0,0,[],[],1.0,1.0,0.6470588235294118,0.3888888888888889,0.1950464396284829,1.4142135623730951,2.6457513110645907,2.667891875399663,2.3333333333333335,3.5054137696703407
3459,bopindolol,0,0,[],[],0.0,0.7142857142857143,0.2941176470588235,0.2222222222222222,-0.0030959752321981,0.0,1.8898223650461363,1.212678125181665,1.3333333333333333,-0.0556414884074657
3460,voclosporin,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
3461,tropicamide,0,0,[],[],-1.0,-0.1428571428571428,0.0588235294117647,0.0555555555555555,0.0030959752321981,-1.4142135623730951,-0.3779644730092272,0.2425356250363329,0.3333333333333333,0.0556414884074657
3462,tramadol,0,0,[],[],0.0,-0.1428571428571428,0.0588235294117647,0.0,0.0588235294117647,0.0,-0.3779644730092272,0.2425356250363329,0.0,1.0571882797418486
3463,"(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3,4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3464,ca4p,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3465,"(2s,3s)-3-{3-[4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3466,citric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3467,citalopram,0,0,[],[],0.0,0.4285714285714285,0.2941176470588235,0.2222222222222222,0.0340557275541795,0.0,1.1338934190276817,1.212678125181665,1.3333333333333333,0.6120563724821229
3468,velusetrag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3469,velpatasvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3470,"(2s)-4-(2,5-difluorophenyl)-n-methyl-2-phenyl-n-piperidin-4-yl-2,5-dihydro-1h-pyrrole-1-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3471,velaglucerase alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3472,verapamil,0,0,[],[],0.0,0.1428571428571428,0.2941176470588235,0.1666666666666666,0.0588235294117647,0.0,0.3779644730092272,1.212678125181665,1.0,1.0571882797418486
3473,valsartan,0,0,[],[],0.0,0.1428571428571428,0.4117647058823529,0.2222222222222222,0.0092879256965944,0.0,0.3779644730092272,1.697749375254331,1.3333333333333333,0.1669244652223971
3474,valrubicin,0,0,[],[],0.0,-0.4285714285714285,-0.2941176470588235,-0.2222222222222222,-0.1207430340557275,0.0,-1.1338934190276817,-1.212678125181665,-1.3333333333333333,-2.1700180478911633
3475,clemastine,0,0,[],[],0.0,0.1428571428571428,0.0588235294117647,-0.1111111111111111,-0.0216718266253869,0.0,0.3779644730092272,0.2425356250363329,-0.6666666666666666,-0.38949041885226
3476,"(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3477,ursodeoxycholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3478,"(2s,3s,4r,5s)-2-(4-amino-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3479,v1003,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3480,buserelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3481,viloxazine,0,0,[],[],0.0,0.2857142857142857,0.2352941176470588,-0.1388888888888889,0.0185758513931888,0.0,0.7559289460184545,0.970142500145332,-0.8333333333333334,0.3338489304447943
3482,cloranolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3483,clopidogrel,0,0,[],[],0.0,-0.4285714285714285,-0.0588235294117647,-0.1666666666666666,0.0278637770897832,0.0,-1.1338934190276817,-0.2425356250363329,-1.0,0.5007733956671915
3484,"(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3485,bufylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3486,cinoxacin,0,0,[],[],-1.0,-0.7142857142857143,-0.2941176470588235,0.0555555555555555,0.0030959752321981,-1.4142135623730951,-1.8898223650461363,-1.212678125181665,0.3333333333333333,0.0556414884074657
3487,bictegravir,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3488,chlormerodrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3489,deacetoxyvinzolidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3490,bicalutamide,0,0,[],[],1.0,0.2857142857142857,0.0,0.1388888888888889,0.0804953560371517,1.4142135623730951,0.7559289460184545,0.0,0.8333333333333334,1.4466786985941087
3491,"(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3492,zotepine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3493,dehydroascorbic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3494,telcagepant,0,0,[],[],1.0,0.4285714285714285,0.2941176470588235,0.3333333333333333,-0.1331269349845201,1.4142135623730951,1.1338934190276817,1.212678125181665,2.0,-2.3925840015210262
3495,telithromycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3496,degraded cephaloridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3497,degarelix,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3498,zolmitriptan,0,1,[],[3],-1.0,0.4285714285714285,0.2941176470588235,0.3333333333333333,0.0650154798761609,-1.4142135623730951,1.1338934190276817,1.212678125181665,2.0,1.16847125655678
3499,zopolrestat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3500,temafloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3501,zopiclone,0,0,[],[],0.0,0.2857142857142857,0.2352941176470588,0.1388888888888889,0.0371517027863777,0.0,0.7559289460184545,0.970142500145332,0.8333333333333334,0.6676978608895886
3502,zonisamide,0,0,[],[],0.0,0.1428571428571428,-0.0588235294117647,0.1111111111111111,0.0526315789473684,0.0,0.3779644730092272,-0.2425356250363329,0.6666666666666666,0.9459053029269172
3503,defibrotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3504,chlormezanone,0,0,[],[],-1.0,0.2857142857142857,0.3529411764705882,0.3055555555555556,0.1114551083591331,-1.4142135623730951,0.7559289460184545,1.455213750217998,1.8333333333333337,2.003093582668766
3505,bethanechol,0,0,[],[],-1.0,-0.4285714285714285,-0.0588235294117647,0.1666666666666666,-0.0030959752321981,-1.4142135623730951,-1.1338934190276817,-0.2425356250363329,1.0,-0.0556414884074657
3506,zolpidem,0,0,[],[],1.0,1.0,0.5294117647058824,0.4444444444444444,0.1393188854489164,1.4142135623730951,2.6457513110645907,2.182820625326997,2.6666666666666665,2.5038669783359575
3507,tesevatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3508,"(5s)-5-(3-aminopropyl)-3-(2,5-difluorophenyl)-n-ethyl-5-phenyl-4,5-dihydro-1h-pyrazole-1-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3509,chlorpropamide,0,0,[],[],0.0,0.1428571428571428,0.2941176470588235,0.1666666666666666,-0.0154798761609907,0.0,0.3779644730092272,1.212678125181665,1.0,-0.2782074420373286
3510,biperiden,0,0,[],[],0.0,0.1428571428571428,0.4117647058823529,0.1666666666666666,0.0773993808049535,0.0,0.3779644730092272,1.697749375254331,1.0,1.391037210186643
3511,terlipressin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3512,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3513,bilastine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3514,biliverdine ix alpha,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3515,chlorothiazide,0,0,[],[],1.0,0.8571428571428571,0.2352941176470588,0.0277777777777777,-0.0185758513931888,1.4142135623730951,2.2677868380553634,0.970142500145332,0.1666666666666666,-0.3338489304447943
3516,tertatolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3517,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3518,dazoxiben,0,0,[],[],-1.0,-0.1428571428571428,-0.0588235294117647,-0.2222222222222222,-0.0526315789473684,-1.4142135623730951,-0.3779644730092272,-0.2425356250363329,-1.3333333333333333,-0.9459053029269172
3519,darifenacin,0,0,[],[],-1.0,0.4285714285714285,0.0588235294117647,0.0555555555555555,0.0526315789473684,-1.4142135623730951,1.1338934190276817,0.2425356250363329,0.3333333333333333,0.9459053029269172
3520,tesmilifene,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3521,"(5s,7r,8s,9s,10r)-3-amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3522,daratumumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3523,testosterone cypionate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3524,testosterone enanthate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3525,testosterone undecanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3526,chlorpheniramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3527,(2r)-2-benzyl-3-nitropropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3528,tenapanor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3529,bethanidine,0,1,[],[5],,,,,,0.0,0.0,0.0,0.0,0.0
3530,trovafloxacin,0,0,[],[],-1.0,-0.4285714285714285,0.0588235294117647,-0.2222222222222222,0.0650154798761609,-1.4142135623730951,-1.1338934190276817,0.2425356250363329,-1.3333333333333333,1.16847125655678
3531,uridine diphosphate glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3532,ubrogepant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3533,upadacitinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3534,(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3535,urelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3536,coa-s-trimethylene-acetyl-tryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3537,uric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3538,uridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3539,uridine 5'-triphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3540,uridine monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3541,teniposide,0,1,[],[3],-1.0,-0.2857142857142857,0.0,-0.1388888888888889,-0.1114551083591331,-1.4142135623730951,-0.7559289460184545,0.0,-0.8333333333333334,-2.003093582668766
3542,coa-s-acetyl 5-bromotryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3543,uridine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3544,vinorelbine,0,0,[],[],1.0,0.0,-0.3529411764705882,-0.1944444444444444,-0.1486068111455108,1.4142135623730951,0.0,-1.455213750217998,-1.1666666666666667,-2.6707914435583544
3545,coa-s-acetyl tryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3546,"(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3547,ublituximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3548,vinylglycine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3549,trospium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3550,umifenovir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3551,umeclidinium,0,0,[],[],0.0,-0.1428571428571428,-0.2941176470588235,-0.1666666666666666,0.0402476780185758,0.0,-0.3779644730092272,-1.212678125181665,-1.0,0.7233393492970543
3552,(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3553,ulocuplumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3554,bevantolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3555,decamethonium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3556,tenofovir disoproxil,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3557,"(7r,8r)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3558,chloropyramine,0,0,[],[],1.0,0.5714285714285714,0.2352941176470588,0.1944444444444444,-0.0309597523219814,1.4142135623730951,1.511857892036909,0.970142500145332,1.1666666666666667,-0.5564148840746572
3559,debrisoquine,0,0,[],[],-1.0,-0.5714285714285714,-0.4705882352941176,-0.3611111111111111,-0.0433436532507739,-1.4142135623730951,-1.511857892036909,-1.940285000290664,-2.166666666666667,-0.7789808377045201
3560,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3561,benzyl alcohol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3562,tmr,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3563,"(4r)-4-(3-hydroxyphenyl)-n,n,7,8-tetramethyl-3,4-dihydroisoquinoline-2(1h)-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3564,udenafil,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3565,ulapualide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3566,coagulation factor vii human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3567,cisapride,0,0,[],[],0.0,-0.4285714285714285,-0.2941176470588235,-0.2777777777777778,0.0278637770897832,0.0,-1.1338934190276817,-1.212678125181665,-1.6666666666666667,0.5007733956671915
3568,(2s)-pyrrolidin-2-ylmethylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3569,"(2z,3e)-2,3'-biindole-2',3(1h,1'h)-dione 3-{o-[(3r)-3,4-dihydroxybutyl]oxime}",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3570,(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3571,dpdpe,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3572,tazobactam,0,0,[],[],-1.0,-0.4285714285714285,-0.0588235294117647,0.0555555555555555,0.0835913312693498,-1.4142135623730951,-1.1338934190276817,-0.2425356250363329,0.3333333333333333,1.5023201870015743
3573,quinacrine mustard,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3574,amg-222,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3575,3-hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3576,hyoscyamine,0,0,[],[],1.0,-0.1428571428571428,-0.1764705882352941,-0.1666666666666666,-0.0092879256965944,1.4142135623730951,-0.3779644730092272,-0.727606875108999,-1.0,-0.1669244652223971
3577,nilotinib,0,0,[],[],-1.0,-1.0,-0.7647058823529411,-0.6111111111111112,-0.1578947368421052,-1.4142135623730951,-2.6457513110645907,-3.1529631254723287,-3.666666666666667,-2.837715908780752
3578,atg003,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3579,nilutamide,0,0,[],[],0.0,0.4285714285714285,0.1764705882352941,0.1666666666666666,-0.0154798761609907,0.0,1.1338934190276817,0.727606875108999,1.0,-0.2782074420373286
3580,niclosamide,0,0,[],[],-1.0,-0.7142857142857143,-0.4117647058823529,-0.5,-0.1269349845201238,-1.4142135623730951,-1.8898223650461363,-1.697749375254331,-3.0,-2.2813010247060945
3581,3-cyclohexyl-l-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3582,3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3583,incadronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3584,nadroparin,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3585,aeg35156,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3586,agro100,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3587,"3-[[(methylamino)sulfonyl]amino]-2-oxo-6-phenyl-n-[3,3,3-trifluoro-1-(1-methylethyl)-2-oxophenyl]-1(2h)-pyridine acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3588,nrp409,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3589,imipramine,0,0,[],[],1.0,0.2857142857142857,0.0,0.1388888888888889,0.0247678018575851,1.4142135623730951,0.7559289460184545,0.0,0.8333333333333334,0.4451319072597258
3590,3-[4-(aminosulfonyl)phenyl]propanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3591,nabilone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3592,nabiximols,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3593,hyperforin,0,0,[],[],-1.0,0.0,-0.1176470588235294,-0.1944444444444444,-0.0309597523219814,-1.4142135623730951,0.0,-0.4850712500726659,-1.1666666666666667,-0.5564148840746572
3594,hypoxanthine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3595,nicotine,0,0,[],[],0.0,0.1428571428571428,-0.0588235294117647,0.1111111111111111,0.0030959752321981,0.0,0.3779644730092272,-0.2425356250363329,0.6666666666666666,0.0556414884074657
3596,3-methylfentanyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3597,ap-22408,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3598,nemonoxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3599,ing-1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3600,incb3284,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3601,neramexane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3602,"3-phenyl-1,2-propandiol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3603,nesiritide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3604,"3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.] pyrazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3605,nevirapine,0,0,[],[],1.0,0.7142857142857143,0.5294117647058824,0.2777777777777778,0.0030959752321981,1.4142135623730951,1.8898223650461363,2.182820625326997,1.6666666666666667,0.0556414884074657
3606,niacin,0,0,[],[],0.0,0.1428571428571428,-0.0588235294117647,0.0,0.0464396284829721,0.0,0.3779644730092272,-0.2425356250363329,0.0,0.8346223261119858
3607,nicardipine,0,0,[],[],0.0,-0.5714285714285714,-0.4705882352941176,-0.1944444444444444,-0.0804953560371517,0.0,-1.511857892036909,-1.940285000290664,-1.1666666666666667,-1.4466786985941087
3608,ibalizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3609,ica-105665,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3610,nicorandil,0,0,[],[],0.0,0.1428571428571428,0.0588235294117647,0.1666666666666666,0.0216718266253869,0.0,0.3779644730092272,0.2425356250363329,1.0,0.38949041885226
3611,3-methylthiofentanyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3612,at2220,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3613,hypromellose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3614,"3-[3-chloro-5-(5-{[(1s)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3615,nafamostat,0,0,[],[],0.0,0.4285714285714285,0.2941176470588235,0.1666666666666666,-0.0030959752321981,0.0,1.1338934190276817,1.212678125181665,1.0,-0.0556414884074657
3616,nelfinavir,0,0,[],[],-1.0,-0.4285714285714285,-0.2941176470588235,-0.2777777777777778,-0.1517027863777089,-1.4142135623730951,-1.1338934190276817,-1.212678125181665,-1.6666666666666667,-2.7264329319658205
3617,histrelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3618,abemaciclib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3619,norvaline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3620,noscapine,0,0,[],[],0.0,0.1428571428571428,0.1764705882352941,0.0,0.0030959752321981,0.0,0.3779644730092272,0.727606875108999,0.0,0.0556414884074657
3621,homatropine methylbromide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3622,novobiocin,0,0,[],[],-1.0,-0.8571428571428571,-0.3529411764705882,0.0277777777777777,0.0247678018575851,-1.4142135623730951,-2.2677868380553634,-1.455213750217998,0.1666666666666666,0.4451319072597258
3623,nusinersen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3624,homatropine,0,0,[],[],1.0,-0.1428571428571428,-0.0588235294117647,-0.0555555555555555,0.0092879256965944,1.4142135623730951,-0.3779644730092272,-0.2425356250363329,-0.3333333333333333,0.1669244652223971
3625,nystatin,0,0,[],[],0.0,0.1428571428571428,0.0588235294117647,0.0555555555555555,0.0030959752321981,0.0,0.3779644730092272,0.2425356250363329,0.3333333333333333,0.0556414884074657
3626,histidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3627,nafarelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3628,histamine,0,0,[],[],-1.0,0.1428571428571428,0.0588235294117647,0.2222222222222222,-0.1083591331269349,-1.4142135623730951,0.3779644730092272,0.2425356250363329,1.3333333333333333,-1.9474520942613005
3629,norethynodrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3630,abrocitinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3631,hexadecanesulfonyl fluoride,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3632,acarbose,0,0,[],[],0.0,-0.1428571428571428,0.0588235294117647,-0.0555555555555555,-0.0588235294117647,0.0,-0.3779644730092272,0.2425356250363329,-0.3333333333333333,-1.0571882797418486
3633,nα-[(2s)-2-{[(s)-[(1s)-1-{[(benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-l-tryptophanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3634,o-(((1r)-((n-(phenyl-methoxy-carbonyl)-alanyl)-amino)methyl)hydroxyphosphinyl)3-l-phenyllactate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3635,o-(((1r)-((n-phenylmethoxycarbonyl-l-alanyl)amino)ethyl)hydroxyphosphono)-l-benzylacetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3636,human rho(d) immune globulin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3637,norfloxacin,0,0,[],[],-1.0,-0.5714285714285714,-0.3529411764705882,-0.1388888888888889,-0.0619195046439628,-1.4142135623730951,-1.511857892036909,-1.455213750217998,-0.8333333333333334,-1.1128297681493144
3638,hydroxyfasudil,0,0,[],[],0.0,0.4285714285714285,0.0588235294117647,0.0555555555555555,0.1269349845201238,0.0,1.1338934190276817,0.2425356250363329,0.3333333333333333,2.2813010247060945
3639,hydroxyprogesterone caproate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3640,ibritumomab tiuxetan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3641,naftifine,0,0,[],[],0.0,-0.1428571428571428,0.0588235294117647,-0.2777777777777778,-0.0835913312693498,0.0,-0.3779644730092272,0.2425356250363329,-1.6666666666666667,-1.5023201870015743
3642,naldemedine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3643,nalidixic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3644,naloxegol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3645,"3-[3-(3-methyl-6-{[(1s)-1-phenylethyl]amino}-1h-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3646,naluzotan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
