,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
2856,ulocuplumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2857,(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2858,umeclidinium,0,0,[],[],,,-0.3333333333333333,0.0,0.238095238095238,0,0,-0.5773502691896256,0.0,1.0910894511799618
2859,umifenovir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2860,ubrogepant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2861,upadacitinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2862,(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2863,urelumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2864,coa-s-trimethylene-acetyl-tryptamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2865,uric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2866,uridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2867,uridine 5'-triphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2868,mito-4509,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2869,carbobenzyloxy-(l)-leucinyl-(l)leucinyl methoxymethylketone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2870,cocaine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2871,o-(((1r)-((n-(phenyl-methoxy-carbonyl)-alanyl)-amino)methyl)hydroxyphosphinyl)3-l-phenyllactate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2872,velaglucerase alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2873,clenoliximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2874,clevidipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2875,butyrfentanyl,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2876,butyric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2877,clidinium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2878,vedolizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2879,velusetrag,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2880,velpatasvir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2881,"(2s)-4-(2,5-difluorophenyl)-n-methyl-2-phenyl-n-piperidin-4-yl-2,5-dihydro-1h-pyrrole-1-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2882,verapamil,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,1.0910894511799618
2883,cobiprostone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2884,valsartan,0,0,[],[],,,0.3333333333333333,0.0,-0.238095238095238,0,0,0.5773502691896256,0.0,-1.0910894511799618
2885,valrubicin,0,0,[],[],,,-1.0,-1.0,-0.6190476190476191,0,0,-1.732050807568877,-2.449489742783178,-2.836832573067901
2886,clemastine,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,-0.8164965809277259,-0.6546536707079771
2887,"(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2888,ursodeoxycholic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2889,"(2s,3s,4r,5s)-2-(4-amino-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2890,v1003,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2891,buserelin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2892,viloxazine,0,0,[],[],,,1.0,0.0,0.0476190476190476,0,0,1.732050807568877,0.0,0.2182178902359923
2893,butylscopolamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2894,"(2s)-6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2-(3,5-difluorophenyl)-4-(3-methoxypropyl)-2h-1,4-benzoxazin-3(4h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2895,valspodar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2896,vercirnon,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2897,cobimetinib,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.4285714285714285,0,0,-0.5773502691896256,-1.6329931618554518,-1.9639610121239313
2898,"undecylamine-n,n-dimethyl-n-oxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2899,ubenimex,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.238095238095238,0,0,0.5773502691896256,0.8164965809277259,1.0910894511799618
2900,ubidecarenone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2901,"(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yl)-phosphoramidic acid dimethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2902,ccx915,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2903,(2s)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2904,bupropion,0,0,[],[],,,-0.3333333333333333,0.0,0.238095238095238,0,0,-0.5773502691896256,0.0,1.0910894511799618
2905,vincristine,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.5238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-2.400396792595916
2906,"(2s,3s)-3-amino-4-[(3s)-3-fluoropyrrolidin-1-yl]-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-5-ylcyclohexyl)butanamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2907,"(2s,3s)-3-amino-4-(3,3-difluoropyrrolidin-1-yl)-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-6-ylcyclohexyl)butanamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2908,verpasep caltespen,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2909,butenafine,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
2910,"(2s)-n-[(3s)-1-(2-amino-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl]-2-chloro-2h-thieno[2,3-b]pyrrole-5-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2911,vernakalant,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,0.5773502691896256,0.8164965809277259,1.9639610121239313
2912,butyrylthiocholine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2913,(2s)-3-[(9h-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2914,butorphanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2915,(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2916,ulapualide a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2917,udenafil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2918,"(4r)-4-(3-hydroxyphenyl)-n,n,7,8-tetramethyl-3,4-dihydroisoquinoline-2(1h)-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2919,darifenacin,0,0,[],[],,,-1.0,0.0,-0.0476190476190476,0,0,-1.732050807568877,0.0,-0.2182178902359923
2920,terlipressin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2921,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2922,bilastine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2923,paraldehyde,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2924,biliverdine ix alpha,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2925,chlorothiazide,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,-0.5773502691896256,0.8164965809277259,1.9639610121239313
2926,tertatolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2927,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2928,dazoxiben,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0,0,-0.5773502691896256,-1.6329931618554518,-1.5275252316519463
2929,pavinetant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2930,tmr,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2931,gabapentin enacarbil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2932,albinterferon alfa-2b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2933,albiglutide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2934,albendazole,0,0,[],[],,,1.0,0.0,-0.1428571428571428,0,0,1.732050807568877,0.0,-0.6546536707079771
2935,2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2936,tesmilifene,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2937,alanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2938,"(5s,7r,8s,9s,10r)-3-amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2939,paritaprevir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2940,bictegravir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2941,teriflunomide,0,0,[],[],,,1.0,1.0,0.1428571428571428,0,0,1.732050807568877,2.449489742783178,0.6546536707079771
2942,terfenadine,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.4285714285714285,0,0,-0.5773502691896256,-0.8164965809277259,-1.9639610121239313
2943,terbutaline,0,1,[],[4],,,0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-1.0910894511799618
2944,cevimeline,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
2945,taribavirin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2946,bepridil,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,-0.6546536707079771
2947,cabazitaxel,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.5238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-2.400396792595916
2948,deramciclane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2949,phenylpyruvic acid,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
2950,tasimelteon,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2951,tasonermin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2952,beraprost,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2953,perindopril,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
2954,perhexiline,0,0,[],[],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
2955,czen 002,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2956,chloramphenicol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2957,taspoglutide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2958,tarenflurbil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2959,tegaserod,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,-0.8164965809277259,-0.6546536707079771
2960,zotiraciclib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2961,(diaminomethyl-methyl-amino)-acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2962,pagoclone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2963,daratumumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2964,"2-[4-(4-chlorophenyl)cyclohexylidene]-3,4-dihydroxy-1(2h)-naphthalenone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2965,testosterone cypionate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2966,zopolrestat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2967,zopiclone,0,0,[],[],,,1.0,0.3333333333333333,-0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,-0.2182178902359923
2968,zonisamide,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
2969,defibrotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2970,chlormezanone,0,0,[],[],,,-0.3333333333333333,0.0,0.0476190476190476,0,0,-0.5773502691896256,0.0,0.2182178902359923
2971,bethanechol,0,0,[],[],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
2972,zolpidem,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
2973,tenapanor,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2974,zolmitriptan,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,0.6546536707079771
2975,bethanidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2976,teniposide,0,0,[],[],,,0.3333333333333333,0.0,-0.0476190476190476,0,0,0.5773502691896256,0.0,-0.2182178902359923
2977,parachlorophenol,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,-0.8164965809277259,-0.2182178902359923
2978,bevantolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2979,decamethonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2980,tenofovir disoproxil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2981,"(7r,8r)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2982,chloropyramine,0,1,[],[5],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
2983,debrisoquine,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.238095238095238,0,0,-0.5773502691896256,-1.6329931618554518,-1.0910894511799618
2984,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
2985,benzyl alcohol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2986,temafloxacin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2987,degarelix,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2988,gadoxetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2989,chlormerodrin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2990,galcanezumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2991,testosterone enanthate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2992,testosterone undecanoate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2993,chlorpheniramine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2994,(2r)-2-benzyl-3-nitropropanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2995,biperiden,0,0,[],[],,,1.0,0.6666666666666666,0.3333333333333333,0,0,1.732050807568877,1.6329931618554518,1.5275252316519463
2996,chlorpropamide,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
2997,"(5s)-5-(3-aminopropyl)-3-(2,5-difluorophenyl)-n-ethyl-5-phenyl-4,5-dihydro-1h-pyrazole-1-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2998,"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
2999,tesevatinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3000,deacetoxyvinzolidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3001,bicalutamide,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,-0.8164965809277259,0.2182178902359923
3002,"(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3003,zotepine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3004,gallamine triethiodide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3005,dehydroascorbic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3006,telcagepant,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,-0.5773502691896256,0.8164965809277259,0.2182178902359923
3007,telithromycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3008,degraded cephaloridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3009,cloranolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3010,clopidogrel,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,-0.8164965809277259,-0.6546536707079771
3011,"(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3012,"(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3013,cimetidine,0,0,[],[],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
3014,voxilaprevir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3015,crisaborole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3016,cdp323,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3017,"(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3018,vosoritide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3019,ganirelix,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3020,triethylenetetramine,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3021,vortioxetine,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3022,trifluoperazine,0,0,[],[],,,1.0,0.3333333333333333,0.3333333333333333,0,0,1.732050807568877,0.8164965809277259,1.5275252316519463
3023,cinnarizine,0,0,[],[],,,0.3333333333333333,0.0,-0.0476190476190476,0,0,0.5773502691896256,0.0,-0.2182178902359923
3024,creatine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3025,"(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3026,triflupromazine,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
3027,trifluridine,0,0,[],[],,,-1.0,-1.0,-0.4285714285714285,0,0,-1.732050807568877,-2.449489742783178,-1.9639610121239313
3028,voriconazole,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.4285714285714285,0,0,0.5773502691896256,1.6329931618554518,1.9639610121239313
3029,voretigene neparvovec,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3030,brivaracetam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3031,buformin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3032,talinolol,0,0,[],[],,,1.0,0.6666666666666666,0.1428571428571428,0,0,1.732050807568877,1.6329931618554518,0.6546536707079771
3033,tridihexethyl,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
3034,(2s)-2-(1h-indol-3-yl)pentanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3035,"(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3036,"(3r,4s)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3037,brompheniramine,0,0,[],[],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
3038,volasertib,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,-0.6546536707079771
3039,"(3r)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3040,triptorelin,0,0,[],[],,,0.3333333333333333,0.0,0.1428571428571428,0,0,0.5773502691896256,0.0,0.6546536707079771
3041,(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3042,voglibose,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,-0.6546536707079771
3043,vofopitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3044,bucindolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3045,contulakin-g,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3046,conjugated estrogens,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3047,buclizine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3048,coproporphyrinogen iii,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3049,trihexyphenidyl,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.238095238095238,0,0,0.5773502691896256,0.8164965809277259,1.0910894511799618
3050,"(3r,4r)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)piperidin-3-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3051,vonoprazan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3052,trichlormethiazide,0,0,[],[],,,0.3333333333333333,0.6666666666666666,-0.0476190476190476,0,0,0.5773502691896256,1.6329931618554518,-0.2182178902359923
3053,crofelemer,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3054,wrr-112,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3055,(2s)-2-(1h-indol-3-yl)hexanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3056,"(2s)-4-(2,5-difluorophenyl)-n,n-dimethyl-2-phenyl-2,5-dihydro-1h-pyrrole-1-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3057,agomelatine,0,0,[],[],,,1.0,0.3333333333333333,-0.1428571428571428,0,0,1.732050807568877,0.8164965809277259,-0.6546536707079771
3058,selinexor,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3059,semaglutide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3060,1-deoxy-1-methoxycarbamido-beta-d-glucopyranose,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3061,dodecyltrimethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3062,secukinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3063,sarafloxacin,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
3064,bafilomycin b1,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3065,calcium phosphate dihydrate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3066,saredutant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3067,cis-tetracosenoyl sulfatide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3068,"1-azepan-1-yl-2-phenyl-2-(4-thioxo-1,4-dihydro-pyrazolo[3,4-d]pyrimidin-5-yl)ethanone adduct",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3069,gavestinel,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
3070,carbamoylcholine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3071,dopamine,0,0,[],[],,,-1.0,-0.6666666666666666,-0.1428571428571428,0,0,-1.732050807568877,-1.6329931618554518,-0.6546536707079771
3072,gefitinib,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
3073,cis-vaccenic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3074,cis-diamminechlorocholylglycinateplatinum(ii),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3075,elexacaftor,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3076,domperidone,0,0,[],[],,,1.0,0.3333333333333333,0.1428571428571428,0,0,1.732050807568877,0.8164965809277259,0.6546536707079771
3077,1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3078,"(1s)-1-cyclopropyl-2-[(2s)-4-(2,5-difluorophenyl)-2-phenyl-2,5-dihydro-1h-pyrrol-1-yl]-2-oxoethanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3079,selexipag,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3080,bambuterol,0,0,[],[],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
3081,palonosetron,0,0,[],[],,,1.0,0.6666666666666666,0.6190476190476191,0,0,1.732050807568877,1.6329931618554518,2.836832573067901
3082,diroximel fumarate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3083,eliglustat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
