,drug_name,Changes in the extracellular matrix structure count,Changes in the extracellular matrix structure count marg,Changes in the extracellular matrix structure,Changes in the extracellular matrix structure marg,Cmap pAGE Changes in the extracellular matrix structure level1,Cmap pAGE Changes in the extracellular matrix structure level2,Cmap pAGE Changes in the extracellular matrix structure level3,Cmap pAGE Changes in the extracellular matrix structure level4,Cmap pAGE Changes in the extracellular matrix structure level5,Cmap pAGE Changes in the extracellular matrix structure level1 z_score,Cmap pAGE Changes in the extracellular matrix structure level2 z_score,Cmap pAGE Changes in the extracellular matrix structure level3 z_score,Cmap pAGE Changes in the extracellular matrix structure level4 z_score,Cmap pAGE Changes in the extracellular matrix structure level5 z_score
3552,levamlodipine,0,1,[],[4],,,,,,0,0,0,0.0,0.0
3553,letrozole,0,0,[],[],,,0.0,-0.4285714285714285,-0.3571428571428571,0,0,0,-1.1338934190276817,-1.8898223650461363
3554,cyt007-tnfqb,0,0,[],[],,,,,,0,0,0,0.0,0.0
3555,bis(5-amidino-benzimidazolyl)methane,0,0,[],[],,,,,,0,0,0,0.0,0.0
3556,dapiprazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
3557,lenacapavir,0,0,[],[],,,,,,0,0,0,0.0,0.0
3558,biopterin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3559,lefamulin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3560,darapladib,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
3561,"6,6-dimethyl-1-[3-(2,4,5-trichlorophenoxy)propoxy]-1,6-dihydro-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3562,bezafibrate,0,0,[],[],,,0.0,-0.7142857142857143,-0.3571428571428571,0,0,0,-1.8898223650461363,-1.8898223650461363
3563,betrixaban,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3564,forasartan,0,0,[],[],,,,,,0,0,0,0.0,0.0
3565,flurbiprofen,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3566,methyl (2s)-2-[[2-[(3r)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3567,abexinostat,0,0,[],[],,,,,,0,0,0,0.0,0.0
3568,equilin,0,0,[],[],,,0.0,-0.7142857142857143,-0.2857142857142857,0,0,0,-1.8898223650461363,-1.511857892036909
3569,hexadecanal,0,0,[],[],,,,,,0,0,0,0.0,0.0
3570,aceclofenac,0,0,[],[],,,0.0,-0.1428571428571428,0.1428571428571428,0,0,0,-0.3779644730092272,0.7559289460184545
3571,cardarine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3572,acetic acid salicyloyl-amino-ester,0,0,[],[],,,,,,0,0,0,0.0,0.0
3573,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",0,0,[],[],,,,,,0,0,0,0.0,0.0
3574,adalimumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3575,adenosine 5'-[gamma-thio]triphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3576,golimumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3577,glutathione disulfide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3578,glisoxepide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3579,ardeparin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3580,givinostat,0,0,[],[],,,0.0,0.7142857142857143,0.0714285714285714,0,0,0,1.8898223650461363,0.3779644730092272
3581,girentuximab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3582,afelimomab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3583,losartan,0,0,[],[],,,0.0,-0.4285714285714285,0.1428571428571428,0,0,0,-1.1338934190276817,0.7559289460184545
3584,amiodarone,0,0,[],[],,,0.0,0.7142857142857143,0.0714285714285714,0,0,0,1.8898223650461363,0.3779644730092272
3585,cra_1802,0,0,[],[],,,,,,0,0,0,0.0,0.0
3586,cra_9785,0,0,[],[],,,,,,0,0,0,0.0,0.0
3587,homosalate,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
3588,human immunoglobulin g,0,0,[],[],,,,,,0,0,0,0.0,0.0
3589,fenofibrate,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
3590,arotinolol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3591,fludrocortisone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3592,ambroxol,0,0,[],[],,,0.0,-0.4285714285714285,0.0714285714285714,0,0,0,-1.1338934190276817,0.3779644730092272
3593,flavin adenine dinucleotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3594,amonafide,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
3595,ferrous ascorbate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3596,fidaxomicin,0,0,[],[],,,0.0,0.4285714285714285,-0.0714285714285714,0,0,0,1.1338934190276817,-0.3779644730092272
3597,ferrous glycine sulfate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3598,gallopamil,0,0,[],[],,,0.0,0.1428571428571428,0.2857142857142857,0,0,0,0.3779644730092272,1.511857892036909
3599,cyclizine,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
3600,aranidipine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3601,gevokizumab,0,1,[],[5],,,,,,0,0,0,0.0,0.0
3602,icatibant,0,0,[],[],,,,,,0,0,0,0.0,0.0
3603,artesunate,0,0,[],[],,,0.0,1.0,0.0714285714285714,0,0,0,2.6457513110645907,0.3779644730092272
3604,at1391,0,0,[],[],,,,,,0,0,0,0.0,0.0
3605,epothilone d,0,0,[],[],,,,,,0,0,0,0.0,0.0
3606,hydroxyproline,0,0,[],[],,,,,,0,0,0,0.0,0.0
3607,hydroquinone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3608,hydralazine,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3609,abaloparatide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3610,desoxycorticosterone pivalate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3611,dexanabinol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3612,6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3613,tetryzoline,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3614,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium,0,0,[],[],,,,,,0,0,0,0.0,0.0
3615,zomepirac,0,0,[],[],,,,,,0,0,0,0.0,0.0
3616,zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,0,0,[],[],,,,,,0,0,0,0.0,0.0
3617,"nalpha-(2-naphthylsulfonylglycyl)-3-amidino-d,l-phenylalanine-isopropylester",0,0,[],[],,,,,,0,0,0,0.0,0.0
3618,naphazoline,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
3619,neratinib,0,0,[],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
3620,[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,0,0,[],[],,,,,,0,0,0,0.0,0.0
3621,obatoclax,0,0,[],[],,,0.0,0.4285714285714285,-0.1428571428571428,0,0,0,1.1338934190276817,-0.7559289460184545
3622,"(2r,3r)-n^1^-[(1s)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-n^4^-hydroxy-2-(2-methylpropyl)-3-{[(1,3-thiazol-2-ylcarbonyl)amino]methyl}butanediamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3623,vitamin e,0,0,[],[],,,,,,0,0,0,0.0,0.0
3624,phenylbutyric acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3625,tamsulosin,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3626,phentolamine,0,0,[],[],,,0.0,-0.1428571428571428,-0.1428571428571428,0,0,0,-0.3779644730092272,-0.7559289460184545
3627,(r)-3-hydroxytetradecanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3628,phendimetrazine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3629,vorinostat,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
3630,tazemetostat,0,0,[],[],,,,,,0,0,0,0.0,0.0
3631,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1r)-1-(hydroxymethyl)propyl]acetamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3632,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1s)-1-(hydroxymethyl)propyl]acetamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3633,osi-7904l,0,0,[],[],,,,,,0,0,0,0.0,0.0
3634,"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3635,droperidol,0,0,[],[],,,0.0,-0.1428571428571428,0.1428571428571428,0,0,0,-0.3779644730092272,0.7559289460184545
3636,"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3637,thioproperazine,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
3638,zk-805623,0,0,[],[],,,,,,0,0,0,0.0,0.0
3639,o6-cyclohexylmethoxy-2-(4'-sulphamoylanilino) purine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3640,zk-806711,0,0,[],[],,,,,,0,0,0,0.0,0.0
3641,o-acetyl-l-serine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3642,3-(6-cyclohexylmethoxy-9h-purin-2-ylamino)-benzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3643,3-({2-[(4-{[6-(cyclohexylmethoxy)-9h-purin-2-yl]amino}phenyl)sulfonyl]ethyl}amino)propan-1-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3644,nitrous acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3645,nitroaspirin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3646,nipecotic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3647,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3648,nimesulide,0,0,[],[],,,0.0,0.4285714285714285,-0.0714285714285714,0,0,0,1.1338934190276817,-0.3779644730092272
3649,"3-mercapto-1-(1,3,4,9-tetrahydro-b-carbolin-2-yl)-propan-1-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
3650,nicotinamide adenine dinucleotide phosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3651,nialamide,0,2,[],"[4, 5]",,,0.0,-0.7142857142857143,-0.2857142857142857,0,0,0,-1.8898223650461363,-1.511857892036909
3652,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3653,netarsudil,0,0,[],[],,,,,,0,0,0,0.0,0.0
3654,"4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3655,"n-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-n-methylpyrimidin-2-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3656,patupilone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3657,xl844,0,0,[],[],,,,,,0,0,0,0.0,0.0
3658,paclitaxel docosahexaenoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3659,px-478,0,0,[],[],,,,,,0,0,0,0.0,0.0
3660,diflunisal,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
3661,digitoxin,0,0,[],[],,,0.0,0.4285714285714285,-0.0714285714285714,0,0,0,1.1338934190276817,-0.3779644730092272
3662,isosorbide mononitrate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3663,becatecarin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3664,isavuconazonium,0,0,[],[],,,,,,0,0,0,0.0,0.0
3665,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3666,doxazosin,0,0,[],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
3667,droxidopa,0,0,[],[],,,,,,0,0,0,0.0,0.0
3668,duvelisib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3669,dyclonine,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
3670,ecabet,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
3671,emopamil,0,0,[],[],,,,,,0,0,0,0.0,0.0
3672,"inositol-(1,3,4,5,6)-pentakisphosphate",0,0,[],[],,,,,,0,0,0,0.0,0.0
3673,infliximab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3674,enrasentan,0,0,[],[],,,,,,0,0,0,0.0,0.0
3675,indoramin,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
3676,indomethacin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3677,entinostat,0,0,[],[],,,0.0,-0.1428571428571428,-0.2142857142857142,0,0,0,-0.3779644730092272,-1.1338934190276817
3678,indigotindisulfonic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3679,chlorambucil,0,0,[],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
3680,6-o-cyclohexylmethyl guanine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3681,dexverapamil,0,0,[],[],,,,,,0,0,0,0.0,0.0
3682,2h-benzimidazol-2-amine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3683,omadacycline,0,0,[],[],,,,,,0,0,0,0.0,0.0
3684,onercept,0,0,[],[],,,,,,0,0,0,0.0,0.0
3685,opaganib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3686,oxaliplatin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3687,oxymetazoline,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
3688,xylometazoline,0,0,[],[],,,0.0,0.4285714285714285,-0.1428571428571428,0,0,0,1.1338934190276817,-0.7559289460184545
3689,ocaperidone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3690,p-(2'-iodo-5'-thenoyl)hydrotropic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3691,pn0621,0,0,[],[],,,,,,0,0,0,0.0,0.0
3692,dexniguldipine,0,0,[],[],,,0.0,0.7142857142857143,0.0714285714285714,0,0,0,1.8898223650461363,0.3779644730092272
3693,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
3694,xl999,0,0,[],[],,,,,,0,0,0,0.0,0.0
3695,pr-104,0,0,[],[],,,,,,0,0,0,0.0,0.0
3696,prx-07034,0,0,[],[],,,,,,0,0,0,0.0,0.0
3697,p54,0,0,[],[],,,,,,0,0,0,0.0,0.0
3698,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]-2-furyl}-n-methylbenzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3699,(+)-2-(4-biphenyl)propionic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3700,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3701,cra_10991,0,0,[],[],,,,,,0,0,0,0.0,0.0
3702,chromic chloride,0,0,[],[],,,,,,0,0,0,0.0,0.0
3703,bis-benzamidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3704,ergotamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3705,"hexane-1,6-diol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3706,"2-(methylamino)-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3707,he3286,0,0,[],[],,,,,,0,0,0,0.0,0.0
3708,equilenin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3709,prednicarbate,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
3710,prednisolone,0,0,[],[],,,0.0,-0.7142857142857143,0.0,0,0,0,-1.8898223650461363,0.0
3711,arhalofenate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3712,"1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione",0,0,[],[],,,,,,0,0,0,0.0,0.0
3713,imc-1c11,0,0,[],[],,,,,,0,0,0,0.0,0.0
3714,ar-9281,0,0,[],[],,,,,,0,0,0,0.0,0.0
3715,indirubin-3'-monoxime,0,0,[],[],,,,,,0,0,0,0.0,0.0
3716,chlormadinone,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
3717,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-piperazin-1-yl-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3718,"1,2,3,4-tetrahydro-isoquinoline-7-sulfonic acid amide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3719,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3720,calcitriol,0,1,[],[4],,,0.0,0.1428571428571428,0.3571428571428571,0,0,0,0.3779644730092272,1.8898223650461363
3721,difluoro(5-{2-[(5-octyl-1h-pyrrol-2-yl-kappan)methylidene]-2h-pyrrol-5-yl-kappan}pentanoato)boron,0,0,[],[],,,,,,0,0,0,0.0,0.0
3722,9-aminocamptothecin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3723,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)isoxazole-3-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3724,2-amino-1h-benzimidazol-5-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3725,ergometrine,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3726,obeticholic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3727,"2-amino-4-fluoro-5-[(1-methyl-1h-imidazol-2-yl)sulfanyl]-n-(1,3-thiazol-2-yl)benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3728,n-(1-adamantyl)-n'-(4-guanidinobenzyl)urea,0,0,[],[],,,,,,0,0,0,0.0,0.0
3729,promegestone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3730,"cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3731,phosphonothreonine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3732,selamectin,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
3733,cariporide,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3734,phosphatidylethanolamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3735,hydroxyprogesterone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3736,grapefruit,0,0,[],[],,,,,,0,0,0,0.0,0.0
3737,n-(2-aminoethyl)-1-aziridineethanamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3738,cct-018159,0,0,[],[],,,0.0,-0.4285714285714285,-0.1428571428571428,0,0,0,-1.1338934190276817,-0.7559289460184545
3739,hydrogen peroxide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3740,sibrotuzumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3741,melengestrol,0,0,[],[],,,0.0,0.4285714285714285,-0.3571428571428571,0,0,0,1.1338934190276817,-1.8898223650461363
3742,myrrh,0,0,[],[],,,,,,0,0,0,0.0,0.0
3743,calanolide a,0,0,[],[],,,,,,0,0,0,0.0,0.0
3744,"n(2)-carbamimidoyl-n-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1h-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-d-leucinamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3745,acetaminophen,0,0,[],[],,,,,,0,0,0,0.0,0.0
3746,"2-amino-4-(2,4-dichlorophenyl)-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3747,emricasan,0,0,[],[],,,,,,0,0,0,0.0,0.0
3748,clavulanic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3749,4-{[4-amino-6-(cyclohexylmethoxy)-5-nitrosopyrimidin-2-yl]amino}benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3750,imexon,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
3751,penfluridol,0,0,[],[],,,0.0,0.7142857142857143,0.0714285714285714,0,0,0,1.8898223650461363,0.3779644730092272
3752,muraglitazar,0,0,[],[],,,,,,0,0,0,0.0,0.0
3753,indalpine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3754,isopentyl pyrophosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3755,osi-930,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
3756,7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3757,darodipine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3758,n-sulfo-flavin mononucleotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3759,fendiline,0,0,[],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
3760,darglitazone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3761,laquinimod,0,0,[],[],,,,,,0,0,0,0.0,0.0
3762,rifalazil,0,0,[],[],,,,,,0,0,0,0.0,0.0
3763,fluprednisolone acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3764,fluprednisolone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3765,s-(methylmercury)-l-cysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3766,alvespimycin,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
3767,n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3768,n-benzylformamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3769,n-cyclohexyl-n'-(4-iodophenyl)urea,0,0,[],[],,,,,,0,0,0,0.0,0.0
3770,imidazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
3771,glutathione sulfonic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3772,"5-(dodecylthio)-1h-1,2,3-triazole-4-carboxylic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
3773,"1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole",0,0,[],[],,,,,,0,0,0,0.0,0.0
3774,elvitegravir,0,0,[],[],,,0.0,-0.1428571428571428,-0.1428571428571428,0,0,0,-0.3779644730092272,-0.7559289460184545
3775,2-(3-methylphenyl)-1h-indole-5-carboximidamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3776,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3777,enalaprilat,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3778,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3779,stannsoporfin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3780,2-[2-(2-cyclohexyl-2-guanidino-acetylamino)-acetylamino]-n-(3-mercapto-propyl)-propionamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3781,phentermine,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3782,irl-1620,0,0,[],[],,,,,,0,0,0,0.0,0.0
3783,eribulin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3784,epigallocatechin gallate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3785,solithromycin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3786,amg-131,0,0,[],[],,,,,,0,0,0,0.0,0.0
3787,eperisone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3788,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3789,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
3790,1-(adamantan-1-yl)-2-(1h-imidazol-1-yl)ethanone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3791,spaglumic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3792,enzacamene,0,0,[],[],,,,,,0,0,0,0.0,0.0
3793,sibutramine,0,0,[],[],,,0.0,0.7142857142857143,0.0,0,0,0,1.8898223650461363,0.0
3794,selenazole-4-carboxyamide-adenine dinucleotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3795,carbomycin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3796,2-{5-[3-(6-benzoyl-1-propylnaphthalen-2-yloxy)propoxy]indol-1-yl}ethanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3797,"trans-(1s,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",0,0,[],[],,,,,,0,0,0,0.0,0.0
