,drug_name,Loss of proteostasis count,Loss of proteostasis count marg,Loss of proteostasis,Loss of proteostasis marg,Cmap pAGE Loss of proteostasis level1,Cmap pAGE Loss of proteostasis level2,Cmap pAGE Loss of proteostasis level3,Cmap pAGE Loss of proteostasis level4,Cmap pAGE Loss of proteostasis level5,Cmap pAGE Loss of proteostasis level1 z_score,Cmap pAGE Loss of proteostasis level2 z_score,Cmap pAGE Loss of proteostasis level3 z_score,Cmap pAGE Loss of proteostasis level4 z_score,Cmap pAGE Loss of proteostasis level5 z_score
3055,penicillamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3056,bupropion,0,0,[],[],-1.0,-1.0,-0.5,0.0666666666666666,-0.1044776119402985,-1.0,-1.0,-1.0,0.2581988897471611,-1.209415795813904
3057,vincristine,0,0,[],[],1.0,1.0,0.5,-0.2,0.0671641791044776,1.0,1.0,1.0,-0.7745966692414835,0.777481583023224
3058,"(2s,3s)-3-amino-4-[(3s)-3-fluoropyrrolidin-1-yl]-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-5-ylcyclohexyl)butanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3059,"(2s,3s)-3-amino-4-(3,3-difluoropyrrolidin-1-yl)-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-6-ylcyclohexyl)butanamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3060,verpasep caltespen,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3061,butenafine,0,0,[],[],-1.0,-1.0,0.0,0.4666666666666667,0.126865671641791,-1.0,-1.0,0.0,1.807392228230128,1.4685763234883122
3062,"(2s)-n-[(3s)-1-(2-amino-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl]-2-chloro-2h-thieno[2,3-b]pyrrole-5-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3063,butyrylthiocholine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3064,chlorpropamide,0,0,[],[],-1.0,-1.0,0.5,0.0666666666666666,0.0,-1.0,-1.0,1.0,0.2581988897471611,0.0
3065,(2s)-3-[(9h-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3066,butorphanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3067,(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3068,vercirnon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3069,valspodar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3070,"(2s)-6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2-(3,5-difluorophenyl)-4-(3-methoxypropyl)-2h-1,4-benzoxazin-3(4h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3071,butylscopolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3072,clenoliximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3073,(2s)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3074,ccx915,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3075,r048-8071,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3076,"(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yl)-phosphoramidic acid dimethyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3077,r411,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3078,turoctocog alfa,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3079,cintredekin besudotox,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3080,coenzyme a persulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3081,cobicistat,0,0,[],[],1.0,1.0,0.5,0.3333333333333333,0.0746268656716417,1.0,1.0,1.0,1.2909944487358056,0.86386842558136
3082,tyloxapol,0,0,[],[],-1.0,-1.0,-0.5,-0.3333333333333333,-0.0671641791044776,-1.0,-1.0,-1.0,-1.2909944487358056,-0.777481583023224
3083,ccr5 mab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3084,codeine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3085,carbobenzyloxy-(l)-leucinyl-(l)leucinyl methoxymethylketone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3086,buprenorphine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3087,cocaine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3088,r1295,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3089,cobiprostone,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3090,cobimetinib,0,0,[],[],-1.0,-1.0,-0.5,-0.3333333333333333,-0.0746268656716417,-1.0,-1.0,-1.0,-1.2909944487358056,-0.86386842558136
3091,"undecylamine-n,n-dimethyl-n-oxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3092,ubenimex,0,0,[],[],1.0,1.0,0.0,-0.2,-0.1716417910447761,1.0,1.0,0.0,-0.7745966692414835,-1.986897378837128
3093,ubidecarenone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3094,clevidipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3095,butyrfentanyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3096,butyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3097,2-(2-hydroxy-cyclopentyl)-pent-4-enal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3098,citalopram,0,0,[],[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0671641791044776,-1.0,-1.0,-1.0,-0.2581988897471611,0.777481583023224
3099,citric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3100,"(2s,3s)-3-{3-[4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3101,ca4p,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3102,"(2s,3s)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3103,c31g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3104,"(2s,3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3105,vigabatrin,0,0,[],[],1.0,1.0,0.5,0.3333333333333333,-0.0820895522388059,1.0,1.0,1.0,1.2909944487358056,-0.950255268139496
3106,clascoterone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3107,vicagrel,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3108,valaciclovir,0,0,[],[],-1.0,-1.0,-0.5,-0.4666666666666667,-0.1492537313432835,-1.0,-1.0,-1.0,-1.807392228230128,-1.72773685116272
3109,valbenazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3110,c-(1-hydrogyl-beta-d-glucopyranosyl) formamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3111,valganciclovir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3112,butamben,0,0,[],[],-1.0,-1.0,-0.5,0.0666666666666666,0.1865671641791045,-1.0,-1.0,-1.0,0.2581988897471611,2.1596710639534
3113,c-(1-azido-alpha-d-glucopyranosyl) formamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3114,tropisetron,0,0,[],[],1.0,1.0,0.0,0.0666666666666666,0.0970149253731343,1.0,1.0,0.0,0.2581988897471611,1.123028953255768
3115,ethylmorphine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3116,"(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3117,clidinium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3118,clopidogrel,0,0,[],[],-1.0,-1.0,0.0,-0.2,-0.0149253731343283,-1.0,-1.0,0.0,-0.7745966692414835,-0.172773685116272
3119,vedolizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3120,velusetrag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3121,velpatasvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3122,"(2s)-4-(2,5-difluorophenyl)-n-methyl-2-phenyl-n-piperidin-4-yl-2,5-dihydro-1h-pyrrole-1-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3123,velaglucerase alfa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3124,verapamil,0,0,[],[],1.0,1.0,0.0,-0.0666666666666666,-0.044776119402985,1.0,1.0,0.0,-0.2581988897471611,-0.518321055348816
3125,valsartan,0,0,[],[],-1.0,-1.0,0.0,-0.0666666666666666,-0.044776119402985,-1.0,-1.0,0.0,-0.2581988897471611,-0.518321055348816
3126,valrubicin,0,0,[],[],-1.0,-1.0,-0.5,-0.4666666666666667,-0.208955223880597,-1.0,-1.0,-1.0,-1.807392228230128,-2.418831591627808
3127,ethylmercurithiosalicylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3128,clemastine,0,0,[],[],-1.0,-1.0,-0.5,-0.2,0.0074626865671641,-1.0,-1.0,-1.0,-0.7745966692414835,0.086386842558136
3129,"(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3130,ursodeoxycholic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3131,"(2s,3s,4r,5s)-2-(4-amino-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3132,v1003,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3133,buserelin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3134,viloxazine,0,0,[],[],-1.0,-1.0,-0.5,-0.4666666666666667,-0.1716417910447761,-1.0,-1.0,-1.0,-1.807392228230128,-1.986897378837128
3135,cloranolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3136,bumetanide,0,0,[],[],1.0,1.0,0.5,0.0666666666666666,-0.0895522388059701,1.0,1.0,1.0,0.2581988897471611,-1.036642110697632
3137,tucatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3138,tubocurarine,0,0,[],[],-1.0,-1.0,0.5,-0.3333333333333333,-0.0895522388059701,-1.0,-1.0,1.0,-1.2909944487358056,-1.036642110697632
3139,bethanechol,0,0,[],[],-1.0,-1.0,0.5,0.2,-0.1044776119402985,-1.0,-1.0,1.0,0.7745966692414835,-1.209415795813904
3140,tenapanor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3141,zolmitriptan,0,0,[],[],-1.0,-1.0,-0.5,0.2,0.0,-1.0,-1.0,-1.0,0.7745966692414835,0.0
3142,bethanidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3143,teniposide,0,0,[],[],-1.0,-1.0,-0.5,-0.0666666666666666,-0.044776119402985,-1.0,-1.0,-1.0,-0.2581988897471611,-0.518321055348816
3144,bevantolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3145,decamethonium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3146,tenofovir disoproxil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3147,"(7r,8r)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3148,chloropyramine,0,0,[],[],1.0,1.0,0.0,0.2,0.0820895522388059,1.0,1.0,0.0,0.7745966692414835,0.950255268139496
3149,debrisoquine,0,0,[],[],-1.0,-1.0,0.0,-0.3333333333333333,-0.0373134328358208,-1.0,-1.0,0.0,-1.2909944487358056,-0.43193421279068
3150,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3151,benzyl alcohol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3152,tmr,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3153,"(4r)-4-(3-hydroxyphenyl)-n,n,7,8-tetramethyl-3,4-dihydroisoquinoline-2(1h)-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3154,udenafil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3155,pyruvic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3156,ulapualide a,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3157,zolpidem,0,0,[],[],1.0,1.0,0.0,0.0666666666666666,-0.0671641791044776,1.0,1.0,0.0,0.2581988897471611,-0.777481583023224
3158,chlormezanone,0,0,[],[],-1.0,-1.0,-0.5,0.3333333333333333,0.0820895522388059,-1.0,-1.0,-1.0,1.2909944487358056,0.950255268139496
3159,coagulation factor vii human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3160,defibrotide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3161,tesevatinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3162,deacetoxyvinzolidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3163,bicalutamide,0,0,[],[],1.0,1.0,1.0,0.3333333333333333,-0.0149253731343283,1.0,1.0,2.0,1.2909944487358056,-0.172773685116272
3164,"(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3165,pegademase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3166,zotepine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3167,dehydroascorbic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3168,telcagepant,0,0,[],[],1.0,1.0,0.0,0.4666666666666667,0.1044776119402985,1.0,1.0,0.0,1.807392228230128,1.209415795813904
3169,"2,4-dihydroxy-trans cinnamic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3170,telithromycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3171,degraded cephaloridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3172,chlormerodrin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3173,degarelix,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3174,zopolrestat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3175,temafloxacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3176,zopiclone,0,0,[],[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0970149253731343,-1.0,-1.0,-1.0,-0.2581988897471611,1.123028953255768
3177,zonisamide,0,0,[],[],-1.0,-1.0,0.5,0.2,0.0820895522388059,-1.0,-1.0,1.0,0.7745966692414835,0.950255268139496
3178,pafolacianine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3179,cisapride,0,0,[],[],-1.0,-1.0,0.5,0.2,0.0671641791044776,-1.0,-1.0,1.0,0.7745966692414835,0.777481583023224
3180,bufylline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3181,ethyl dihydrogen phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3182,uridine 5'-triphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3183,uridine diphosphate glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3184,pentabromophenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3185,uridine monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3186,coa-s-acetyl 5-bromotryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3187,uridine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3188,vinorelbine,0,0,[],[],1.0,1.0,-0.5,-0.2,0.0298507462686567,1.0,1.0,-1.0,-0.7745966692414835,0.345547370232544
3189,coa-s-acetyl tryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3190,"(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3191,ublituximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3192,vinylglycine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3193,trospium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3194,pacritinib,0,0,[],[],1.0,1.0,0.0,-0.2,-0.044776119402985,1.0,1.0,0.0,-0.7745966692414835,-0.518321055348816
3195,trovafloxacin,0,0,[],[],-1.0,-1.0,0.0,-0.2,0.1119402985074626,-1.0,-1.0,0.0,-0.7745966692414835,1.2958026383720402
3196,"2-(2,6-dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3197,cinoxacin,0,0,[],[],-1.0,-1.0,-1.0,0.0666666666666666,0.1194029850746268,-1.0,-1.0,-2.0,0.2581988897471611,1.382189480930176
3198,trypanothione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3199,uridine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3200,uric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3201,(2s)-pyrrolidin-2-ylmethylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3202,coa-s-trimethylene-acetyl-tryptamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3203,"(2z,3e)-2,3'-biindole-2',3(1h,1'h)-dione 3-{o-[(3r)-3,4-dihydroxybutyl]oxime}",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3204,(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3205,ulocuplumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3206,padeliporfin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3207,antithrombin iii human,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3208,(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3209,ethoxzolamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3210,osanetant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3211,umifenovir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3212,ubrogepant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3213,ethyl isocyanide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3214,upadacitinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3215,(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3216,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3217,apalutamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3218,rev131,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3219,urelumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3220,bopindolol,0,0,[],[],1.0,1.0,0.0,-0.0666666666666666,-0.0820895522388059,1.0,1.0,0.0,-0.2581988897471611,-0.950255268139496
3221,voclosporin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3222,tropicamide,0,0,[],[],-1.0,-1.0,-0.5,-0.2,-0.044776119402985,-1.0,-1.0,-1.0,-0.7745966692414835,-0.518321055348816
3223,crisaborole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3224,"(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3225,vosoritide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3226,triethylenetetramine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3227,vortioxetine,0,0,[],[],1.0,1.0,0.5,0.0666666666666666,-0.1641791044776119,1.0,1.0,1.0,0.2581988897471611,-1.900510536278992
3228,"(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3229,trifluoperazine,0,0,[],[],1.0,1.0,0.0,0.0666666666666666,-0.044776119402985,1.0,1.0,0.0,0.2581988897471611,-0.518321055348816
3230,creatine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3231,"(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3232,triflupromazine,0,0,[],[],1.0,1.0,0.5,-0.0666666666666666,-0.0895522388059701,1.0,1.0,1.0,-0.2581988897471611,-1.036642110697632
3233,trifluridine,0,0,[],[],1.0,1.0,0.0,-0.2,-0.2238805970149253,1.0,1.0,0.0,-0.7745966692414835,-2.5916052767440805
3234,voriconazole,0,0,[],[],-1.0,-1.0,0.0,0.0666666666666666,0.0597014925373134,-1.0,-1.0,0.0,0.2581988897471611,0.691094740465088
3235,quinethazone,0,0,[],[],-1.0,-1.0,0.0,-0.0666666666666666,-0.0074626865671641,-1.0,-1.0,0.0,-0.2581988897471611,-0.086386842558136
3236,etomidate,0,0,[],[],1.0,1.0,1.0,0.2,0.0820895522388059,1.0,1.0,2.0,0.7745966692414835,0.950255268139496
3237,voretigene neparvovec,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3238,brivaracetam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3239,buformin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3240,quinagolide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3241,cdp323,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3242,voxilaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3243,"(2s)-4-(2,5-difluorophenyl)-n,n-dimethyl-2-phenyl-2,5-dihydro-1h-pyrrole-1-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3244,cimetidine,0,0,[],[],1.0,1.0,0.0,0.2,0.126865671641791,1.0,1.0,0.0,0.7745966692414835,1.4685763234883122
3245,bucindolol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3246,contulakin-g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3247,conjugated estrogens,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3248,buclizine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3249,coproporphyrinogen iii,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3250,trihexyphenidyl,0,0,[],[],-1.0,-1.0,-0.5,-0.2,0.1417910447761194,-1.0,-1.0,-1.0,-0.7745966692414835,1.641350008604584
3251,"(3r,4r)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)piperidin-3-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3252,vonoprazan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3253,trichlormethiazide,0,0,[],[],-1.0,-1.0,0.0,-0.0666666666666666,0.0820895522388059,-1.0,-1.0,0.0,-0.2581988897471611,0.950255268139496
3254,crofelemer,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3255,"2-(3,5-dimethylphenyl)-1,3-benzoxazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3256,wrr-112,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3257,(2s)-2-(1h-indol-3-yl)hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3258,"(3r,4s)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3259,"(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3260,(2s)-2-(1h-indol-3-yl)pentanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3261,tridihexethyl,0,0,[],[],-1.0,-1.0,0.0,0.2,0.126865671641791,-1.0,-1.0,0.0,0.7745966692414835,1.4685763234883122
3262,talinolol,0,0,[],[],1.0,1.0,0.0,-0.2,0.0149253731343283,1.0,1.0,0.0,-0.7745966692414835,0.172773685116272
3263,selinexor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3264,voglibose,0,0,[],[],-1.0,-1.0,-0.5,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,-1.2909944487358056,0.0
3265,diroximel fumarate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3266,gs 0573,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3267,semaglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3268,selexipag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3269,1-deoxy-1-methoxycarbamido-beta-d-glucopyranose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3270,dodecyltrimethylammonium,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3271,secukinumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3272,quercetin,0,0,[],[],-1.0,-1.0,-1.0,0.0666666666666666,0.044776119402985,-1.0,-1.0,-2.0,0.2581988897471611,0.518321055348816
3273,sarafloxacin,0,0,[],[],1.0,1.0,0.5,0.0666666666666666,0.0373134328358208,1.0,1.0,1.0,0.2581988897471611,0.43193421279068
3274,bafilomycin b1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3275,calcium phosphate dihydrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
